NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,delta_GR,T_c,S_c,Coach_Effect,EI,ESP,ECR_Large,ECR_Small,Adjusted Degree Centrality,Adjusted Betweenness Centrality,Adjusted Closeness Centrality
EST,2016,13,34,46,78,Estonia,0,0,1,1,Brazil,0.0,0,0,0,34,0.0020399592008159,0.0010288065843621,0.0,121.0,0.0,-0.0029960524852663,0.2,0.5714285714285714,1.3953488372093024,0.0014363885088919,0.7678571428571429,-1.306555945484888,-0.123015873015873,3.4,-45.86061381074168,-11.378184143222503,0.0,0.0217391304347826,0.3823529411764705,0.1013071895424836,1.2579450579358542,0.0012412212349803,0.2304751851058212
ETH,2016,3,34,37,44,Ethiopia,1,2,5,8,Brazil,0.125,0,0,0,54,0.0032399352012959,0.0082304526748971,0.125,15.125,-0.0237172551663686,0.2770604265755299,0.76,0.4473684210526316,1.5348837209302326,0.0188514631743085,0.8113207547169812,3.20339105736139,-0.0820433436532507,4.461538461538462,-1.0301073131955476,2.814044729118258,0.0,0.081081081081081,0.088235294117647,0.0522875816993464,0.9945247650285524,0.0130649277442305,0.1880827322980827
FIJ,2016,10,34,53,54,Fiji,1,0,0,1,Brazil,1.0,0,0,0,1,5.999880002399952e-05,0.0010288065843621,1.0,121.0,0.0044892423921034,0.0002215567608317,0.0,0.6792452830188679,1.5348837209302326,0.0188514631743085,0.8113207547169812,-1.1715646739243444,0.0,1.0,-35.27524972253052,-9.882574916759156,0.0,0.3018867924528302,0.2941176470588235,0.0457516339869281,1.1902624971601683,0.0156363059713435,0.2251002996505534
FIN,2016,17,34,54,78,Finland,0,0,1,1,Brazil,0.0,0,0,0,304,0.0182396352072958,0.0010288065843621,0.0,121.0,0.0,0.0009584362139917,0.3,0.5074626865671642,1.3953488372093024,0.0014363885088919,0.7678571428571429,-1.3368500379992438,0.0436945706251352,12.16,-59.98148148148148,-9.482444444444443,0.0,0.037037037037037,0.5,0.1797385620915032,1.130653017652701,0.0011156214860511,0.2071532948836066
FRA,2016,32,34,392,7,France,10,18,14,42,Brazil,0.238095238095238,0,0,0,720,0.0431991360172796,0.0432098765432098,0.238095238095238,2.880952380952381,3.8292700132237214,0.30455558947717,0.0,0.576171875,2.0,0.0656634746922024,1.0,42.360115307202335,0.0057493397887323,27.03448275862069,-1.6631652661064424,18.42518835120255,0.0,0.0382653061224489,0.9411764705882352,0.6535947712418301,8.740143677807545,0.2475872599493675,0.5155702731290968
GBR,2016,26,34,360,2,Great Britain,27,23,17,67,Brazil,0.4029850746268656,0,0,0,881,0.0528589428211435,0.0689300411522633,0.4029850746268656,1.805970149253732,2.868804094651802,0.4730469103080508,-0.951219512195122,0.5564853556485355,2.0,0.0014363885088919,1.0,33.699810820634625,0.0447894492157869,22.2093023255814,-0.4302190030240955,15.417445926999749,0.5,0.0027777777777777,0.7647058823529411,0.6405228758169934,7.938941685498454,0.005408774097263,1.004323948165467
GBR,2016,26,34,360,63,Ireland,0,2,0,2,Brazil,0.0,0,0,0,883,0.0529789404211915,0.0020576131687242,0.0,60.5,0.0,0.0066100990525408,30.5,0.5564853556485355,2.0,0.0014363885088919,1.0,-11.2547522662262,0.0,22.2093023255814,-45.49444444444445,1.8981782945736416,0.5,0.0027777777777777,0.7647058823529411,0.6405228758169934,7.938941685498454,0.005408774097263,1.004323948165467
GEO,2016,12,34,40,38,Georgia,2,1,4,7,Brazil,0.2857142857142857,0,0,0,32,0.0019199616007679,0.0072016460905349,0.2857142857142857,17.285714285714285,0.4022991172310027,0.2139922794117646,-0.05,0.6888888888888889,1.744186046511628,0.0284313725490196,0.8865979381443299,7.5123980426616495,-0.0888888888888889,5.571428571428571,-5.572899159663865,2.22813025210084,0.0,0.025,0.3529411764705882,0.130718954248366,1.7094569410759346,0.0275714777621578,0.2929643489806615
GER,2016,29,34,418,5,Germany,17,10,15,42,Brazil,0.4047619047619047,0,0,0,634,0.0380392392152156,0.0432098765432098,0.4047619047619047,2.880952380952381,3.704797058610094,0.3719064521255034,-0.1666666666666666,0.5410447761194029,2.0,0.0451436388508891,1.0,41.37184306428805,-0.0060140474100088,39.23529411764706,-1.5038632677951562,27.01354690201439,0.0,0.0071770334928229,0.8529411764705882,0.7026143790849673,9.450523728092929,0.1646928618708105,0.3183015209141162
GRE,2016,16,34,92,25,Greece,3,1,2,6,Brazil,0.5,0,0,0,117,0.0070198596028079,0.0061728395061728,0.5,20.166666666666668,0.5590433414330144,0.0762305404203268,-0.6753246753246753,0.6442307692307693,1.9069767441860463,0.0592249064205288,0.9555555555555556,8.841606027928647,0.0355351170568561,6.25,-8.954390451832907,1.688682864450128,0.0,0.1413043478260869,0.4705882352941176,0.2124183006535947,1.7400259486053824,0.0532145457277017,0.2532513014306844
GRN,2016,2,34,6,69,Grenada,0,1,0,1,Brazil,0.0,0,0,0,2,0.0001199976000479,0.0010288065843621,0.0,121.0,0.0369648926541141,0.1477614379084967,0.38,0.8333333333333334,1.3953488372093024,0.0014363885088919,0.7678571428571429,-0.6091261211241719,0.2083333333333333,1.3333333333333333,-6.892156862745097,-1.1343137254901956,0.0,0.1666666666666666,0.0588235294117647,0.0130718954248366,0.0922635994631906,9.103699573123298e-05,0.0169041326810415
HUN,2016,20,34,153,12,Hungary,8,3,4,15,Brazil,0.5333333333333333,0,0,0,492,0.0295194096118077,0.015432098765432,0.5333333333333333,8.066666666666666,1.8211519966906664,0.2159853047973002,0.2,0.5588235294117647,1.9302325581395348,0.0328773369813041,0.9662921348314608,21.88129626389245,-0.0033655253146034,18.925925925925927,-4.058823529411765,12.03050108932462,0.0,0.0849673202614379,0.5882352941176471,0.369281045751634,6.379282795686239,0.0984615367294922,0.4840648191848636
INA,2016,7,34,28,46,Indonesia,1,2,0,3,Brazil,0.3333333333333333,0,0,0,32,0.0019199616007679,0.0030864197530864,0.3333333333333333,40.333333333333336,0.015707147763266,0.1106244997999199,-0.2333333333333333,0.6451612903225806,1.5348837209302326,0.0188514631743085,0.8113207547169812,2.549667543557397,0.0542521994134896,3.888888888888889,-7.990896358543416,0.3249533146591972,0.0,0.0357142857142857,0.2058823529411764,0.0620915032679738,0.1231882644335155,0.0016183063814553,0.023297142692117
IND,2016,15,34,112,67,India,0,1,1,2,Brazil,0.0,0,0,0,28,0.0016799664006719,0.0020576131687242,0.0,60.5,0.0,0.0060410512889366,0.175438596491228,0.5230769230769231,1.3953488372093024,0.0014363885088919,0.7678571428571429,1.1417201125522944,-0.1716599190283401,1.7894736842105263,-26.232142857142858,-6.617011278195489,0.0,0.0178571428571428,0.4411764705882353,0.218954248366013,-1.944999471339584,-0.0019191415639516,-0.3563542861905926
IRI,2016,15,34,63,24,Iran,3,1,4,8,Brazil,0.375,0,0,0,69,0.0041399172016559,0.0082304526748971,0.375,15.125,0.4274135497695545,0.1460813214174557,1.0,0.835820895522388,1.9069767441860463,0.0592249064205288,0.9555555555555556,7.237000732390893,0.0288033516627389,4.764705882352941,-6.104633520074697,1.5039040616246495,0.0,0.0158730158730158,0.4411764705882353,0.1503267973856209,1.40264091661029,0.0428964287896556,0.2041467472690224
IRL,2016,14,34,76,63,Ireland,0,2,0,2,Brazil,0.0,0,0,0,31,0.0018599628007439,0.0020576131687242,0.0,60.5,0.0,0.011994459833795,0.5365853658536586,0.6666666666666666,1.3953488372093024,0.0014363885088919,0.7678571428571429,1.0100110617091524,0.1140350877192981,2.7142857142857144,-24.473684210526315,-5.442105263157893,0.0,0.0526315789473684,0.4117647058823529,0.1862745098039215,-1.10165397683462,-0.0010870079746498,-0.2018402176086694
ISR,2016,16,34,47,77,Israel,0,0,2,2,Brazil,0.0,0,0,0,9,0.0005399892002159,0.0020576131687242,0.0,60.5,0.0,0.0136713444997736,-0.0609756097560975,0.4745762711864407,1.3953488372093024,0.0014363885088919,0.7678571428571429,1.258810663416295,-0.1087570621468926,2.2857142857142856,-27.957446808510635,-6.787234042553191,0.0,0.0425531914893617,0.4705882352941176,0.1470588235294117,-2.6607970025583,-0.0026254228837041,-0.4874995754583341
ITA,2016,26,34,309,9,Italy,8,12,8,28,Brazil,0.2857142857142857,0,0,0,583,0.0349793004139917,0.0288065843621399,0.2857142857142857,4.321428571428571,2.7957730338982425,0.2303164151400478,0.0,0.5338345864661654,1.9302325581395348,0.0328773369813041,0.9662921348314608,31.83485408707944,-0.0211392355233633,23.07407407407408,-2.449301079655162,15.4170615279553,0.0,0.0064724919093851,0.7647058823529411,0.5555555555555556,7.547698675579911,0.1164955425508468,0.5727251027540312
JAM,2016,4,34,56,16,Jamaica,6,3,2,11,Brazil,0.5454545454545454,0,0,0,79,0.0047399052018959,0.0113168724279835,0.5454545454545454,11.0,0.0500812473617466,0.2637001988295318,-0.1111111111111111,0.4415584415584415,1.976744186046512,0.0907523939808481,0.9885057471264368,4.421625255166739,-0.0261834939254294,5.3125,-0.9800420168067224,3.4247373949579827,0.0,0.0892857142857142,0.1176470588235294,0.1045751633986928,1.8220291824337365,0.0803237425903797,0.1728732507429599
JOR,2016,6,34,8,54,Jordan,1,0,0,1,Brazil,1.0,0,0,0,1,5.999880002399952e-05,0.0010288065843621,1.0,121.0,0.1833945503537136,0.0548069852941176,0.0,0.875,1.5348837209302326,0.0188514631743085,0.8113207547169812,0.7522447960404108,0.0,1.0,-21.051470588235293,-5.615441176470588,0.0,0.125,0.1764705882352941,0.0261437908496732,-0.8494973249598725,-0.0111597232766739,-0.160655404044944
JPN,2016,32,34,335,6,Japan,12,8,21,41,Brazil,0.2926829268292683,0,1,0,441,0.0264594708105837,0.0421810699588477,0.2926829268292683,2.951219512195122,3.660186523862496,0.3053511130594929,-0.4545454545454545,0.5206422018348624,2.0,0.0554035567715458,1.0,40.86524287969932,0.0218953346669427,22.09090909090909,-1.7140538341292102,14.949420213397598,0.0,0.035820895522388,0.9411764705882352,0.6078431372549019,8.257207538752228,0.1894941489099766,0.4023233371549809
KAZ,2016,19,34,101,30,Kazakhstan,2,5,10,17,Brazil,0.1176470588235294,0,0,0,63,0.0037799244015119,0.0174897119341563,0.1176470588235294,7.117647058823529,1.354660383949182,0.269725863093007,0.3043478260869565,0.5365853658536586,1.744186046511628,0.0284313725490196,0.8865979381443299,17.3852950460326,-0.1073540280857353,10.0,-3.250368289424098,6.024889513172771,0.0,0.0099009900990099,0.5588235294117647,0.3202614379084967,4.24116558606627,0.0684048833474894,0.7268450494336831
KEN,2016,7,34,79,15,Kenya,6,6,1,13,Brazil,0.4615384615384615,0,0,0,103,0.0061798764024719,0.0133744855967078,0.4615384615384615,9.307692307692308,0.2800858128411952,0.2579382074893728,-0.4827586206896552,0.575,1.976744186046512,0.0907523939808481,0.9885057471264368,6.911022751934394,0.0063725490196078,8.76923076923077,-1.5458502777936878,5.674706455123433,0.0,0.1518987341772152,0.2058823529411764,0.0947712418300653,3.1494050286425845,0.1388408052255412,0.2988140313320525
KOR,2016,26,34,207,8,South Korea,9,3,9,21,Brazil,0.4285714285714285,0,0,0,268,0.0160796784064318,0.0216049382716049,0.4285714285714285,5.761904761904762,2.5386619248690243,0.21599503317395,0.6,0.5513307984790875,2.0,0.0761969904240766,1.0,28.9390263189028,-0.0127717656234765,17.647058823529413,-3.540007307270734,11.290938984289369,0.0,0.0048309178743961,0.7647058823529411,0.3758169934640523,7.0335042014110725,0.2380818978102429,0.4622960507969719
KOS,2016,5,34,8,54,Kosovo,1,0,0,1,Brazil,1.0,0,0,0,1,5.999880002399952e-05,0.0010288065843621,1.0,121.0,0.1526436945938818,0.0724172794117647,0.0,0.375,1.5348837209302326,0.0188514631743085,0.8113207547169812,0.4938609512711934,0.0,1.5,-17.522058823529402,-4.20661764705882,0.0,0.125,0.1470588235294117,0.0261437908496732,-0.360403774692099,-0.0047345721702214,-0.0681589127372675
LTU,2016,15,34,67,65,Lithuania,0,1,3,4,Brazil,0.0,0,0,0,25,0.0014999700005999,0.0041152263374485,0.0,30.25,0.0,0.0518452950349219,0.8571428571428571,0.75,1.3953488372093024,0.0014363885088919,0.7678571428571429,2.1926913705241136,0.1666666666666666,3.625,-12.84471027216857,-1.3159130816505709,0.0,0.0597014925373134,0.4411764705882353,0.1601307189542483,-0.4701243216617337,-0.0004638742268162,-0.0861341195898731
MAR,2016,13,34,48,78,Morocco,0,0,1,1,Brazil,0.0,0,0,0,23,0.0013799724005519,0.0010288065843621,0.0,121.0,0.0,-0.0045157224821746,-0.0126582278481012,0.5961538461538461,1.3953488372093024,0.0014363885088919,0.7678571428571429,-1.2236817602972727,-0.120264064293915,2.272727272727273,-45.86151960784313,-12.167546791443849,0.0,0.0625,0.3823529411764705,0.1274509803921568,1.2592201655533364,0.0012424793906062,0.230708804739934
MAS,2016,10,34,32,60,Malaysia,0,4,1,5,Brazil,0.0,0,0,0,11,0.0006599868002639,0.0051440329218107,0.0,24.2,-0.1182450125182377,0.1486950444240196,-0.0769230769230769,0.5476190476190477,1.3953488372093024,0.0014363885088919,0.7678571428571429,1.9004491543551392,-0.0313283208020049,2.1666666666666665,-6.667279411764705,-0.4835171568627447,0.0,0.03125,0.2941176470588235,0.0947712418300653,-0.1331096371176946,-0.0001313400033878,-0.0243877648395942
MEX,2016,27,34,122,61,Mexico,0,3,2,5,Brazil,0.0,0,0,0,68,0.0040799184016319,0.0051440329218107,0.0,24.2,0.0,0.028354793408898,0.5641025641025641,0.5971223021582733,1.3953488372093024,0.0014363885088919,0.7678571428571429,2.490993912848196,-0.0247264373375249,3.4761904761904763,-18.38254580520733,-3.081430408228865,0.0,0.1475409836065573,0.7941176470588235,0.261437908496732,-2.0151129094832574,-0.0019883228749575,-0.3692001633079005
MGL,2016,9,34,43,67,Mongolia,0,1,1,2,Brazil,0.0,0,0,0,26,0.0015599688006239,0.0020576131687242,0.0,60.5,-0.3373037521437457,0.0319253650621957,0.1551724137931034,0.5652173913043478,1.3953488372093024,0.0014363885088919,0.7678571428571429,-2.132172066513275,0.0027173913043477,2.25,-15.703488372093023,-3.1360465116279066,0.0,0.0232558139534883,0.2647058823529412,0.1339869281045751,0.7070757298134461,0.0006976754708379,0.1295473190061195
NED,2016,23,34,237,11,Netherlands,8,7,4,19,Brazil,0.4210526315789473,0,0,0,287,0.0172196556068878,0.0195473251028806,0.4210526315789473,6.368421052631579,1.919699229067827,0.1409117334089293,-0.1538461538461538,0.4650455927051671,1.9302325581395348,0.0328773369813041,0.9662921348314608,22.871855817561016,-0.0619814343218598,12.346153846153848,-3.551410170997113,7.576884641008559,0.0,0.0590717299578059,0.6470588235294118,0.392156862745098,5.609298115117223,0.086577148259011,0.4256377973530684
NGR,2016,10,34,71,78,Nigeria,0,0,1,1,Brazil,0.0,0,0,0,25,0.0014999700005999,0.0010288065843621,0.0,121.0,0.1238770931386196,0.0019161049330133,0.3684210526315789,0.6363636363636364,1.3953488372093024,0.0014363885088919,0.7678571428571429,-0.1313988790406157,0.1644535240040858,2.7777777777777777,-35.28003314001656,-8.639565497560524,0.0,0.0422535211267605,0.2941176470588235,0.1176470588235294,0.1484921429961587,0.0001465180056567,0.02720608020827
NIG,2016,4,34,6,69,Niger,0,1,0,1,Brazil,0.0,0,0,0,2,0.0001199976000479,0.0010288065843621,0.0,121.0,0.1311467833315861,0.108578431372549,0.6046511627906976,0.6666666666666666,1.3953488372093024,0.0014363885088919,0.7678571428571429,0.1298977399358253,-0.3333333333333333,1.0,-13.95098039215686,-3.485294117647058,0.0,0.1666666666666666,0.1176470588235294,0.0196078431372549,-0.0639795718730468,-6.312899177336361e-05,-0.0117220569987593
NOR,2016,13,34,62,74,Norway,0,0,4,4,Brazil,0.0,0,0,0,155,0.0092998140037199,0.0041152263374485,0.0,30.25,0.2365712359304272,0.0724400501928137,1.1764705882352942,0.5194805194805194,1.3953488372093024,0.0014363885088919,0.7678571428571429,4.467894373109302,-0.0167513645774516,6.52,-11.119307400379505,1.228207779886148,0.0,0.032258064516129,0.3823529411764705,0.1732026143790849,0.6040953041511451,0.0005960641243701,0.1106796963567324
NZL,2016,20,34,195,19,New Zealand,4,9,5,18,Brazil,0.2222222222222222,0,0,0,117,0.0070198596028079,0.0185185185185185,0.2222222222222222,6.722222222222222,1.1321149913549344,0.1234798088789039,0.3571428571428571,0.5086206896551724,1.9534883720930232,0.0814956680346557,0.9772727272727272,14.776594674937735,-0.0305949966193374,6.227272727272728,-3.2737053795877324,3.3769792952145896,0.0,0.0051282051282051,0.5882352941176471,0.326797385620915,3.494948663752453,0.1423021633661769,0.4371163813711944
PHI,2016,8,34,13,69,Philippines,0,1,0,1,Brazil,0.0,0,0,0,10,0.0005999880002399,0.0010288065843621,0.0,121.0,0.1967077404666588,0.0203182890513207,0.1311475409836065,0.5384615384615384,1.3953488372093024,0.0014363885088919,0.7678571428571429,0.7385458757207153,-0.0726495726495727,1.5555555555555556,-28.15837104072397,-7.358622423328304,0.0,0.0769230769230769,0.2352941176470588,0.0424836601307189,-1.0827999779792667,-0.0010684046313671,-0.1983858704980709
POL,2016,24,34,234,33,Poland,2,3,6,11,Brazil,0.1818181818181818,0,0,0,289,0.0173396532069358,0.0113168724279835,0.1818181818181818,11.0,1.9764143432579675,0.0818423122043031,0.4347826086956521,0.5674740484429066,1.744186046511628,0.0284313725490196,0.8865979381443299,22.85173198047723,0.0010677984429066,13.590909090909092,-7.0118149824032185,7.410091868915398,0.0,0.0042735042735042,0.7058823529411765,0.4673202614379085,5.017293017598963,0.0809228823124915,0.8598566873646721
POR,2016,17,34,90,78,Portugal,0,0,1,1,Brazil,0.0,0,0,0,24,0.0014399712005759,0.0010288065843621,0.0,121.0,0.0,-0.007524074074074,0.1142857142857142,0.6792452830188679,1.3953488372093024,0.0014363885088919,0.7678571428571429,-1.283638411974925,0.1078167115902964,1.75,-59.98888888888889,-16.771666666666665,0.0,0.0111111111111111,0.5,0.1993464052287581,1.5857682111702172,0.0015646861244409,0.2905375077382907
PRK,2016,9,34,30,34,North Korea,2,3,2,7,Brazil,0.2857142857142857,0,0,0,54,0.0032399352012959,0.0072016460905349,0.2857142857142857,17.285714285714285,0.2461597689235788,0.2938811051693404,0.6190476190476191,0.3421052631578947,1.744186046511628,0.0284313725490196,0.8865979381443299,5.9013849232993625,0.0438596491228069,5.454545454545454,-4.0775910364145656,2.594904507257448,0.0,0.0333333333333333,0.2647058823529412,0.0915032679738562,1.6142628277597035,0.0260361115792958,0.2766501144630445
PUR,2016,15,34,40,54,Puerto Rico,1,0,0,1,Brazil,1.0,0,0,0,9,0.0005399892002159,0.0010288065843621,1.0,121.0,0.0,-0.0122808823529411,-0.1692307692307692,0.3170731707317073,1.5348837209302326,0.0188514631743085,0.8113207547169812,-1.1804634565229126,-0.3614982578397213,1.375,-52.91617647058823,-14.912352941176469,0.0,0.025,0.4411764705882353,0.088235294117647,1.571385891537738,0.0206430687833644,0.2971776695440975
QAT,2016,10,34,37,69,Qatar,0,1,0,1,Brazil,0.0,0,0,0,5,0.0002999940001199,0.0010288065843621,0.0,121.0,0.0063750832331556,0.0007023589567309,0.0615384615384615,0.9523809523809524,1.3953488372093024,0.0014363885088919,0.7678571428571429,-1.176698687021331,0.3095238095238095,1.2,-35.267090620031794,-9.740127186009538,0.0,0.054054054054054,0.2941176470588235,0.065359477124183,1.0545799203764077,0.0010405597469439,0.193215515116741
ROU,2016,15,34,95,47,Romania,1,1,2,4,Brazil,0.25,0,0,0,304,0.0182396352072958,0.0041152263374485,0.25,30.25,0.9179329778363958,0.071984454945413,0.5161290322580645,0.3801652892561983,1.5348837209302326,0.0188514631743085,0.8113207547169812,11.506755363895362,-0.1488669688083178,15.65,-12.862306501547987,7.096308049535605,0.0,0.0105263157894736,0.4411764705882353,0.1993464052287581,3.4286752190030563,0.0450420095807494,0.6484248819427919
RSA,2016,15,34,135,29,South Africa,2,6,2,10,Brazil,0.2,0,0,0,86,0.0051598968020639,0.0102880658436214,0.2,12.1,0.5125917357670265,0.088463542662029,0.45,0.7032258064516129,1.744186046511628,0.0284313725490196,0.8865979381443299,8.27460626588336,0.1239154616240266,4.842105263157895,-4.822984749455337,1.9425782593739247,0.0,0.0962962962962963,0.4411764705882353,0.2287581699346405,1.6657144345212755,0.0268659639128451,0.2854678191485019
RUS,2016,29,34,284,4,Russia,19,17,20,56,Brazil,0.3392857142857143,0,0,0,423,0.0253794924101517,0.0576131687242798,0.3392857142857143,2.1607142857142856,4.2329680271857,1.1655916630687182,0.0,0.5,1.976744186046512,0.0151390788873689,0.9885057471264368,48.705935132167895,0.0154826958105647,70.5,-0.7928379098118119,49.11214862705645,0.0,0.0035211267605633,0.8529411764705882,0.5849673202614379,10.962988052966471,0.1289393316613957,0.3277192158182148
SGP,2016,7,34,24,54,Singapore,1,0,0,1,Brazil,1.0,0,0,0,5,0.0002999940001199,0.0010288065843621,1.0,121.0,0.2042325789029845,0.0143363970588235,-0.2987012987012987,0.375,1.5348837209302326,0.0188514631743085,0.8113207547169812,0.9730348727619954,0.0416666666666666,1.2,-24.6642156862745,-6.55926470588235,0.0,0.0416666666666666,0.2058823529411764,0.0784313725490196,-1.5735763611642817,-0.0206718446654772,-0.2975919272145583
SLO,2016,12,34,63,45,Slovenia,1,2,1,4,Brazil,0.25,0,0,0,23,0.0013799724005519,0.0041152263374485,0.25,30.25,-0.3259022987171238,0.0583935796540837,0.0714285714285714,0.5857142857142857,1.5348837209302326,0.0188514631743085,0.8113207547169812,-0.7067484904939231,0.2010989010989011,3.25,-10.26003734827264,-0.8030112044817925,0.0,0.0158730158730158,0.3529411764705882,0.1470588235294117,0.0854296723424775,0.0011222772278935,0.0161563057638306
SRB,2016,14,34,103,32,Serbia,2,4,2,8,Brazil,0.25,0,0,0,15,0.0008999820003599,0.0082304526748971,0.25,15.125,0.4489076827458183,0.0914830914927946,-0.238095238095238,0.5511811023622047,1.744186046511628,0.0284313725490196,0.8865979381443299,7.810540679364354,-0.1353860618168997,5.0,-5.738506567675613,1.778448029697316,0.0452961672473867,0.1262135922330097,0.4117647058823529,0.1830065359477124,1.5137100732628586,0.0244143169801358,0.2594175234854447
SUI,2016,17,34,102,23,Switzerland,3,2,2,7,Brazil,0.4285714285714285,0,0,0,196,0.0117597648047039,0.0072016460905349,0.4285714285714285,17.285714285714285,0.812627228134584,0.0883003332051774,-0.303030303030303,0.5986842105263158,1.9069767441860463,0.0592249064205288,0.9555555555555556,11.356317844621431,-0.1076649958228905,7.555555555555555,-8.07422969187675,2.866619981325864,0.0,0.0196078431372549,0.4705882352941176,0.2581699346405229,2.758465874762736,0.0843611030907429,0.4014796867228933
SVK,2016,12,34,51,37,Slovakia,2,2,0,4,Brazil,0.5,0,0,0,28,0.0016799664006719,0.0041152263374485,0.5,30.25,-0.0554040012608972,0.0770703575547866,-0.4126984126984127,0.6190476190476191,1.744186046511628,0.0284313725490196,0.8865979381443299,2.2289092440777774,0.0805860805860806,4.142857142857143,-10.245098039215684,-0.1735294117647057,0.0,0.0196078431372549,0.3529411764705882,0.1601307189542483,-0.0685608956672497,-0.0011058045188628,-0.0117498707817962
SWE,2016,22,34,150,28,Sweden,2,6,3,11,Brazil,0.1818181818181818,0,0,0,496,0.0297594048119037,0.0113168724279835,0.1818181818181818,11.0,2.0396958439553647,0.1556519651416121,-0.2432432432432432,0.3978494623655914,1.744186046511628,0.0284313725490196,0.8865979381443299,23.955376722843763,0.0049923195084485,18.77777777777778,-6.3972549019607845,11.225267973856209,0.0,0.1,0.6470588235294118,0.2581699346405229,5.784881531980499,0.0933031588472359,0.9914049375705432
THA,2016,15,34,54,35,Thailand,2,2,2,6,Brazil,0.3333333333333333,0,0,0,33,0.0019799604007919,0.0061728395061728,0.3333333333333333,20.166666666666668,-0.012080983830989,0.1108709645474351,-0.4067796610169492,0.4827586206896552,1.744186046511628,0.0284313725490196,0.8865979381443299,3.1498107830694893,-0.028869286287089,3.5454545454545454,-8.344771241830067,-0.0216131907308385,0.0,0.037037037037037,0.4411764705882353,0.1470588235294117,-0.0118729712153437,-0.0001914966993134,-0.0020347732657015
TJK,2016,4,34,7,54,Tajikistan,1,0,0,1,Brazil,1.0,0,0,0,4,0.0002399952000959,0.0010288065843621,1.0,121.0,0.1037217956403777,0.1004651860744297,-0.3164556962025316,0.7142857142857143,1.5348837209302326,0.0188514631743085,0.8113207547169812,0.2122601744482706,-0.0982142857142857,1.75,-13.974789915966385,-2.967436974789916,0.0,0.1428571428571428,0.1176470588235294,0.022875816993464,-0.1006849736296677,-0.0013226839106048,-0.0190413608665487
TPE,2016,18,34,55,50,Chinese Taipei,1,0,2,3,Brazil,0.3333333333333333,0,0,0,22,0.0013199736005279,0.0030864197530864,0.3333333333333333,40.333333333333336,0.0,0.0328628747366714,0.0416666666666666,0.4626865671641791,1.5348837209302326,0.0188514631743085,0.8113207547169812,2.0729191200928496,0.062686567164179,3.2222222222222223,-20.76898395721925,-3.97513963161022,0.0,0.0363636363636363,0.5294117647058824,0.1503267973856209,-2.6887598328163245,-0.0353218483567134,-0.5084934167877777
TTO,2016,8,34,28,78,Trinidad and Tobago,0,0,1,1,Brazil,0.0,0,0,0,19,0.0011399772004559,0.0010288065843621,0.0,121.0,0.2829413984190215,0.010250450180072,0.8571428571428571,0.5813953488372093,1.3953488372093024,0.0014363885088919,0.7678571428571429,1.2715950937769989,-0.1028151774785801,1.9,-28.19957983193277,-7.12987394957983,0.0,0.1071428571428571,0.2352941176470588,0.0784313725490196,-3.274512659358273,-0.0032309794623913,-0.5999418707008718
TUN,2016,17,34,61,75,Tunisia,0,0,3,3,Brazil,0.0,0,0,0,13,0.0007799844003119,0.0030864197530864,0.0,40.333333333333336,0.0,0.0271217414673474,1.0833333333333333,0.676923076923077,1.3953488372093024,0.0014363885088919,0.7678571428571429,1.6316656583426687,-0.0816976127320954,2.0,-19.61748633879781,-4.485245901639344,0.0,0.0163934426229508,0.5,0.15359477124183,-1.8175812922931665,-0.0017934173532182,-0.3330092853765211
TUR,2016,21,34,100,41,Turkey,1,3,4,8,Brazil,0.125,0,0,0,90,0.0053998920021599,0.0082304526748971,0.125,15.125,0.7287126524467132,0.0897426535947712,-0.108695652173913,0.5462184873949579,1.5348837209302326,0.0188514631743085,0.8113207547169812,10.533156571458823,0.1092436974789915,5.444444444444445,-8.644264705882353,1.2178316993464051,0.0,0.01,0.6176470588235294,0.2875816993464052,1.2773827259998394,0.0167807917950006,0.2415763204142285
UAE,2016,6,34,12,78,United Arab Emirates,0,0,1,1,Brazil,0.0,0,0,0,2,0.0001199976000479,0.0010288065843621,0.0,121.0,0.2179736460744525,0.0364338235294117,0.4444444444444444,0.75,1.3953488372093024,0.0014363885088919,0.7678571428571429,0.8649154098329943,-0.25,1.0,-21.09313725490196,-5.627941176470588,0.0,0.0833333333333333,0.1764705882352941,0.0359477124183006,-0.92113644140063,-0.0009088903399777,-0.1687665852337672
UKR,2016,24,34,204,31,Ukraine,2,5,4,11,Brazil,0.1818181818181818,0,0,0,120,0.0071998560028799,0.0113168724279835,0.1818181818181818,11.0,2.218726783307776,0.1137665801614761,1.0666666666666669,0.4669117647058823,1.744186046511628,0.0284313725490196,0.8865979381443299,25.086534591288107,-0.0626934984520123,18.857142857142858,-7.004901960784315,11.098529411764703,0.0,0.0196078431372549,0.7058823529411765,0.4607843137254901,5.843207281907109,0.0942438828154282,1.001400723334707
