NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,Predicted_CA,delta_GR
TUN,2012,17,32,83,36,Tunisia,2,0,1,3,United Kingdom,0.6666666666666666,0,0,0,10,0.0005999880002399,0.0031055900621118,0.6666666666666666,34.666666666666664,0.53125,0.036144578313253,-0.320754716981132,0.7586206896551724,1.7906976744186047,0.0344312633525539,0.9052631578947368,14.114784169569075,5.4628672488684815,0.1724137931034483
TUR,2012,16,32,112,46,Turkey,1,1,1,3,United Kingdom,0.3333333333333333,0,0,0,82,0.0049199016019679,0.0031055900621118,0.3333333333333333,34.666666666666664,0.5,0.0267857142857142,0.0952380952380952,0.4369747899159664,1.5813953488372092,0.0213933945671292,0.8269230769230769,12.258531593662283,5.855147197954551,-0.2672505621967096
UGA,2012,4,32,15,50,Uganda,1,0,0,1,United Kingdom,1.0,0,0,0,7,0.0004199916001679,0.0010351966873706,1.0,104.0,0.125,0.0666666666666666,-0.2957746478873239,0.75,1.5813953488372092,0.0213933945671292,0.8269230769230769,-4.369978594559425,2.9646304662506187,0.16666666666666663
UKR,2012,25,32,230,15,Ukraine,5,4,10,19,United Kingdom,0.2631578947368421,0,0,0,109,0.0065398692026159,0.0196687370600414,0.2631578947368421,5.473684210526316,0.78125,0.0826086956521739,0.25,0.5296052631578947,1.976744186046512,0.091111328252231,0.9885057471264368,24.55275797378405,14.7544515911172,0.0372505230967326
USA,2012,31,32,529,1,United States,48,26,30,104,United Kingdom,0.4615384615384615,0,0,0,2405,0.1442971140577188,0.1076604554865424,0.4615384615384615,1.0,0.96875,0.1965973534971644,-0.5,0.502177068214804,2.0,0.0,1.0,33.962297111907695,81.13705796319755,-0.018137479622679642
UZB,2012,14,32,53,76,Uzbekistan,0,0,3,3,United Kingdom,0.0,0,0,0,18,0.0010799784004319,0.0031055900621118,0.0,34.666666666666664,0.4375,0.0566037735849056,0.2063492063492063,0.6607142857142857,1.302325581395349,0.001267892295886,0.7413793103448276,10.102927365411476,2.8506719949717905,-0.04943064182194623
VEN,2012,15,32,68,50,Venezuela,1,0,0,1,United Kingdom,1.0,0,0,0,12,0.0007199856002879,0.0010351966873706,1.0,104.0,0.46875,0.0147058823529411,-0.3902439024390244,0.5764705882352941,1.5813953488372092,0.0213933945671292,0.8269230769230769,7.873469057344486,2.966613953484008,0.036788048552754415
VIE,2012,11,32,18,79,Vietnam,0,0,1,1,United Kingdom,0.0,0,0,0,3,0.0001799964000719,0.0010351966873706,0.0,104.0,0.34375,0.0555555555555555,0.0972222222222222,0.3333333333333333,1.302325581395349,0.001267892295886,0.7413793103448276,2.979902223320084,1.9586073343140984,-0.1111111111111111
ALG,2016,13,34,64,63,Algeria,0,2,0,2,Brazil,0.0,0,0,0,17,0.0010199796004079,0.0020576131687242,0.0,60.5,0.3823529411764705,0.03125,0.26,0.8243243243243243,1.3953488372093024,0.0014363885088919,0.7678571428571429,6.311464559507964,3.553754732787129,0.26022176022176025
ARG,2016,26,34,215,26,Argentina,3,1,0,4,Brazil,0.75,0,0,0,74,0.0044399112017759,0.0041152263374485,0.75,30.25,0.7647058823529411,0.0186046511627906,-0.3809523809523809,0.646551724137931,1.9069767441860463,0.0592249064205288,0.9555555555555556,22.849522909192785,6.298819553185051,-0.04939422180801489
ARM,2016,8,34,31,42,Armenia,1,3,0,4,Brazil,0.25,0,0,0,14,0.0008399832003359,0.0041152263374485,0.25,30.25,0.2352941176470588,0.1290322580645161,-0.3538461538461538,0.7058823529411765,1.5348837209302326,0.0188514631743085,0.8113207547169812,4.478681923395843,5.903691972785228,-0.16508538899430736
AUS,2016,31,34,420,10,Australia,8,11,10,29,Brazil,0.2758620689655172,0,0,0,501,0.0300593988120237,0.029835390946502,0.2758620689655172,4.172413793103448,0.9117647058823528,0.069047619047619,0.25,0.4922779922779923,1.9302325581395348,0.0328773369813041,0.9662921348314608,29.28356980578056,25.806715898233595,-0.034959361807610834
AUT,2016,23,34,71,78,Austria,0,0,1,1,Brazil,0.0,0,0,0,93,0.0055798884022319,0.0010288065843621,0.0,121.0,0.6764705882352942,0.0140845070422535,0.21875,0.5294117647058824,1.3953488372093024,0.0014363885088919,0.7678571428571429,13.669525359101511,3.911570786385802,-0.06198608475648326
AZE,2016,15,34,56,39,Azerbaijan,1,7,10,18,Brazil,0.0555555555555555,0,0,0,42,0.0025199496010079,0.0185185185185185,0.0555555555555555,6.722222222222222,0.4411764705882353,0.3214285714285714,0.21875,0.7681159420289855,1.5348837209302326,0.0188514631743085,0.8113207547169812,14.473792391257223,11.244606698346876,0.03930238270695163
BAH,2016,3,34,29,51,Bahamas,1,0,1,2,Brazil,0.5,0,0,0,14,0.0008399832003359,0.0020576131687242,0.5,60.5,0.088235294117647,0.0689655172413793,0.02,0.5526315789473685,1.5348837209302326,0.0188514631743085,0.8113207547169812,-3.761540740109274,3.992190973112773,0.0009074410163339985
BDI,2016,3,34,9,69,Burundi,0,1,0,1,Brazil,0.0,0,0,0,2,0.0001199976000479,0.0010288065843621,0.0,121.0,0.088235294117647,0.1111111111111111,0.4081632653061224,0.6,1.3953488372093024,0.0014363885088919,0.7678571428571429,-7.23959492301068,2.270981075224077,-0.2571428571428571
BEL,2016,19,34,104,35,Belgium,2,2,2,6,Brazil,0.3333333333333333,0,0,0,152,0.0091198176036479,0.0061728395061728,0.3333333333333333,20.166666666666668,0.5588235294117647,0.0576923076923076,-0.453125,0.6159420289855072,1.744186046511628,0.0284313725490196,0.8865979381443299,16.343915686807634,8.999937042192752,-0.03898754847928154
BLR,2016,22,34,120,40,Belarus,1,4,4,9,Brazil,0.1111111111111111,0,0,0,78,0.0046799064018719,0.0092592592592592,0.1111111111111111,13.444444444444445,0.6470588235294118,0.075,0.4285714285714285,0.4577464788732394,1.5348837209302326,0.0188514631743085,0.8113207547169812,18.8393891129996,13.04009772061127,-0.07738865626189573
BRA,2016,34,34,458,13,Brazil,7,6,6,19,Brazil,0.3684210526315789,0,0,1,129,0.0077398452030959,0.0195473251028806,0.3684210526315789,6.368421052631579,1.0,0.0414847161572052,-0.4090909090909091,0.5557461406518011,1.976744186046512,0.0805061559507524,0.9885057471264368,33.092827341593924,11.675404361948262,0.026334375945918698
BRN,2016,4,34,33,48,Bahrain,1,1,0,2,Brazil,0.5,0,0,0,3,0.0001799964000719,0.0020576131687242,0.5,60.5,0.1176470588235294,0.0606060606060606,-0.04,0.6060606060606061,1.5348837209302326,0.0188514631743085,0.8113207547169812,-2.6777134293123543,1.376106540800778,0.3203463203463204
BUL,2016,14,34,50,66,Bulgaria,0,1,2,3,Brazil,0.0,0,0,0,218,0.0130797384052318,0.0030864197530864,0.0,40.333333333333336,0.4117647058823529,0.06,0.1,0.5689655172413793,1.3953488372093024,0.0014363885088919,0.7678571428571429,9.035279150314192,7.547192304210672,0.04896551724137932
CAN,2016,31,34,309,20,Canada,4,3,15,22,Brazil,0.1818181818181818,0,0,0,303,0.0181796364072718,0.022633744855967,0.1818181818181818,5.5,0.9117647058823528,0.0711974110032362,-0.2592592592592592,0.3728395061728395,1.9534883720930232,0.0814956680346557,0.9772727272727272,29.981083186288537,20.85379024607706,-0.03958987235823391
CHN,2016,32,34,390,3,China,26,18,26,70,Brazil,0.3714285714285714,0,0,0,547,0.0328193436131277,0.0720164609053498,0.3714285714285714,1.7285714285714286,0.9411764705882352,0.1794871794871795,0.5,0.4088176352705411,2.0,0.0116279069767441,1.0,31.262945636279937,52.82897654291505,-0.033771091243028795
CIV,2016,6,34,12,51,Ivory Coast,1,0,1,2,Brazil,0.5,0,0,0,3,0.0001799964000719,0.0020576131687242,0.5,60.5,0.1764705882352941,0.1666666666666666,0.5454545454545454,0.4,1.5348837209302326,0.0188514631743085,0.8113207547169812,-0.2900620882501339,3.3576742025073605,-0.5444444444444444
COL,2016,21,34,143,22,Colombia,3,2,3,8,Brazil,0.375,0,0,0,29,0.0017399652006959,0.0082304526748971,0.375,15.125,0.6176470588235294,0.0559440559440559,-0.4210526315789473,0.5159235668789809,1.9069767441860463,0.0592249064205288,0.9555555555555556,18.719514352011892,10.272165088024146,0.049256900212314214
CRO,2016,18,34,85,17,Croatia,5,3,2,10,Brazil,0.5,0,0,0,33,0.0019799604007919,0.0102880658436214,0.5,12.1,0.5294117647058824,0.1176470588235294,-0.3461538461538461,0.7419354838709677,1.976744186046512,0.1008696501856558,0.9885057471264368,16.16453522744878,9.72713180978844,0.15718972115910335
CUB,2016,19,34,117,18,Cuba,5,2,4,11,Brazil,0.4545454545454545,0,0,0,220,0.0131997360052798,0.0113168724279835,0.4545454545454545,11.0,0.5588235294117647,0.094017094017094,0.125,0.6993006993006993,1.976744186046512,0.1008696501856558,0.9885057471264368,16.371744463052398,13.384145023403914,0.10608036031764845
CZE,2016,20,34,104,43,Czech Republic,1,2,7,10,Brazil,0.1,0,0,0,56,0.0033599328013439,0.0102880658436214,0.1,12.1,0.5882352941176471,0.0961538461538461,1.263157894736842,0.5851851851851851,1.5348837209302326,0.0188514631743085,0.8113207547169812,15.740683424531946,7.736870168364456,0.0757512229210342
DEN,2016,16,34,117,27,Denmark,2,6,7,15,Brazil,0.1333333333333333,0,0,0,196,0.0117597648047039,0.015432098765432,0.1333333333333333,8.066666666666666,0.4705882352941176,0.1282051282051282,-0.1,0.5734265734265734,1.744186046511628,0.0284313725490196,0.8865979381443299,13.970903283837009,11.054794409246334,0.06335945933261367
DOM,2016,11,34,26,78,Dominican Republic,0,0,1,1,Brazil,0.0,0,0,0,7,0.0004199916001679,0.0010288065843621,0.0,121.0,0.3235294117647059,0.0384615384615384,0.6595744680851063,0.7333333333333333,1.3953488372093024,0.0014363885088919,0.7678571428571429,0.2965012214908734,1.1517603372039666,0.3166666666666666
EGY,2016,23,34,118,75,Egypt,0,0,3,3,Brazil,0.0,0,0,0,30,0.0017999640007199,0.0030864197530864,0.0,40.333333333333336,0.6764705882352942,0.0254237288135593,0.3392857142857143,0.6642335766423357,1.3953488372093024,0.0014363885088919,0.7678571428571429,18.06027212536935,2.823668989145636,0.005142667551426672
ESP,2016,28,34,306,14,Spain,7,4,6,17,Brazil,0.4117647058823529,0,0,0,152,0.0091198176036479,0.0174897119341563,0.4117647058823529,7.117647058823529,0.8235294117647058,0.0555555555555555,-0.1764705882352941,0.5261707988980716,1.976744186046512,0.0805061559507524,0.9885057471264368,26.366291610638783,16.85895394791367,-0.07264926009897854
EST,2016,13,34,46,78,Estonia,0,0,1,1,Brazil,0.0,0,0,0,34,0.0020399592008159,0.0010288065843621,0.0,121.0,0.3823529411764705,0.0217391304347826,0.2,0.5714285714285714,1.3953488372093024,0.0014363885088919,0.7678571428571429,2.9633987052510897,2.497456064793941,-0.12301587301587302
ETH,2016,3,34,37,44,Ethiopia,1,2,5,8,Brazil,0.125,0,0,0,54,0.0032399352012959,0.0082304526748971,0.125,15.125,0.088235294117647,0.2162162162162162,0.76,0.4473684210526316,1.5348837209302326,0.0188514631743085,0.8113207547169812,-0.8375862095904061,9.006933368221269,-0.08204334365325078
FIJ,2016,10,34,53,54,Fiji,1,0,0,1,Brazil,1.0,0,0,0,1,5.999880002399952e-05,0.0010288065843621,1.0,121.0,0.2941176470588235,0.0188679245283018,0.0,0.6792452830188679,1.5348837209302326,0.0188514631743085,0.8113207547169812,-0.0155632567908273,3.681266186059879,
FIN,2016,17,34,54,78,Finland,0,0,1,1,Brazil,0.0,0,0,0,304,0.0182396352072958,0.0010288065843621,0.0,121.0,0.5,0.0185185185185185,0.3,0.5074626865671642,1.3953488372093024,0.0014363885088919,0.7678571428571429,7.108220299730962,6.863015136612964,0.04369457062513521
FRA,2016,32,34,392,7,France,10,18,14,42,Brazil,0.238095238095238,0,0,0,720,0.0431991360172796,0.0432098765432098,0.238095238095238,2.880952380952381,0.9411764705882352,0.1071428571428571,0.0,0.576171875,2.0,0.0656634746922024,1.0,31.19371340063517,40.60493271248,0.005749339788732377
GBR,2016,26,34,360,2,Great Britain,27,23,17,67,Brazil,0.4029850746268656,0,0,0,881,0.0528589428211435,0.0689300411522633,0.4029850746268656,1.805970149253732,0.7647058823529411,0.1861111111111111,-0.951219512195122,0.5564853556485355,2.0,0.0014363885088919,1.0,26.97299363512472,61.20891492728724,0.04478944921578698
GBR,2016,26,34,360,63,Ireland,0,2,0,2,Brazil,0.0,0,0,0,883,0.0529789404211915,0.0020576131687242,0.0,60.5,0.7647058823529411,0.0055555555555555,30.5,0.5564853556485355,2.0,0.0014363885088919,1.0,-24.358018317571,18.079917689016728,0.0
GEO,2016,12,34,40,38,Georgia,2,1,4,7,Brazil,0.2857142857142857,0,0,0,32,0.0019199616007679,0.0072016460905349,0.2857142857142857,17.285714285714285,0.3529411764705882,0.175,-0.05,0.6888888888888889,1.744186046511628,0.0284313725490196,0.8865979381443299,9.542941054172656,6.14143180207156,-0.0888888888888889
GER,2016,29,34,418,5,Germany,17,10,15,42,Brazil,0.4047619047619047,0,0,0,634,0.0380392392152156,0.0432098765432098,0.4047619047619047,2.880952380952381,0.8529411764705882,0.1004784688995215,-0.1666666666666666,0.5410447761194029,2.0,0.0451436388508891,1.0,28.126899981080346,45.14202981731837,-0.0060140474100088825
GRE,2016,16,34,92,25,Greece,3,1,2,6,Brazil,0.5,0,0,0,117,0.0070198596028079,0.0061728395061728,0.5,20.166666666666668,0.4705882352941176,0.0652173913043478,-0.6753246753246753,0.6442307692307693,1.9069767441860463,0.0592249064205288,0.9555555555555556,13.504049442454368,8.827051133612807,0.03553511705685619
GRN,2016,2,34,6,69,Grenada,0,1,0,1,Brazil,0.0,0,0,0,2,0.0001199976000479,0.0010288065843621,0.0,121.0,0.0588235294117647,0.1666666666666666,0.38,0.8333333333333334,1.3953488372093024,0.0014363885088919,0.7678571428571429,-7.710519028913912,2.121399760565005,0.20833333333333337
HUN,2016,20,34,153,12,Hungary,8,3,4,15,Brazil,0.5333333333333333,0,0,0,492,0.0295194096118077,0.015432098765432,0.5333333333333333,8.066666666666666,0.5882352941176471,0.0980392156862745,0.2,0.5588235294117647,1.9302325581395348,0.0328773369813041,0.9662921348314608,17.545750433001466,20.48020307313893,-0.0033655253146034347
INA,2016,7,34,28,46,Indonesia,1,2,0,3,Brazil,0.3333333333333333,0,0,0,32,0.0019199616007679,0.0030864197530864,0.3333333333333333,40.333333333333336,0.2058823529411764,0.1071428571428571,-0.2333333333333333,0.6451612903225806,1.5348837209302326,0.0188514631743085,0.8113207547169812,2.4396589653258345,4.994651726974066,0.05425219941348969
IND,2016,15,34,112,67,India,0,1,1,2,Brazil,0.0,0,0,0,28,0.0016799664006719,0.0020576131687242,0.0,60.5,0.4411764705882353,0.0178571428571428,0.175438596491228,0.5230769230769231,1.3953488372093024,0.0014363885088919,0.7678571428571429,8.461071548298992,1.497521436602545,-0.1716599190283401
IRI,2016,15,34,63,24,Iran,3,1,4,8,Brazil,0.375,0,0,0,69,0.0041399172016559,0.0082304526748971,0.375,15.125,0.4411764705882353,0.1269841269841269,1.0,0.835820895522388,1.9069767441860463,0.0592249064205288,0.9555555555555556,10.870317641954085,6.825632290875371,0.028803351662738952
IRL,2016,14,34,76,63,Ireland,0,2,0,2,Brazil,0.0,0,0,0,31,0.0018599628007439,0.0020576131687242,0.0,60.5,0.4117647058823529,0.0263157894736842,0.5365853658536586,0.6666666666666666,1.3953488372093024,0.0014363885088919,0.7678571428571429,6.935481776840591,-5.687052845542469,0.11403508771929816
ISR,2016,16,34,47,77,Israel,0,0,2,2,Brazil,0.0,0,0,0,9,0.0005399892002159,0.0020576131687242,0.0,60.5,0.4705882352941176,0.0425531914893617,-0.0609756097560975,0.4745762711864407,1.3953488372093024,0.0014363885088919,0.7678571428571429,10.142761907266962,3.17413699014048,-0.10875706214689268
ITA,2016,26,34,309,9,Italy,8,12,8,28,Brazil,0.2857142857142857,0,0,0,583,0.0349793004139917,0.0288065843621399,0.2857142857142857,4.321428571428571,0.7647058823529411,0.0906148867313915,0.0,0.5338345864661654,1.9302325581395348,0.0328773369813041,0.9662921348314608,24.4577278489029,27.3252229336318,-0.021139235523363387
JAM,2016,4,34,56,16,Jamaica,6,3,2,11,Brazil,0.5454545454545454,0,0,0,79,0.0047399052018959,0.0113168724279835,0.5454545454545454,11.0,0.1176470588235294,0.1964285714285714,-0.1111111111111111,0.4415584415584415,1.976744186046512,0.0907523939808481,0.9885057471264368,1.5494534686546266,11.51962746455044,-0.026183493925429402
JOR,2016,6,34,8,54,Jordan,1,0,0,1,Brazil,1.0,0,0,0,1,5.999880002399952e-05,0.0010288065843621,1.0,121.0,0.1764705882352941,0.125,0.0,0.875,1.5348837209302326,0.0188514631743085,0.8113207547169812,-3.253628083287495,2.9216384470334487,
JPN,2016,32,34,335,6,Japan,12,8,21,41,Brazil,0.2926829268292683,0,1,0,441,0.0264594708105837,0.0421810699588477,0.2926829268292683,2.951219512195122,0.9411764705882352,0.1223880597014925,-0.4545454545454545,0.5206422018348624,2.0,0.0554035567715458,1.0,32.014263775083,33.73452845052562,0.021895334666942712
KAZ,2016,19,34,101,30,Kazakhstan,2,5,10,17,Brazil,0.1176470588235294,0,0,0,63,0.0037799244015119,0.0174897119341563,0.1176470588235294,7.117647058823529,0.5588235294117647,0.1683168316831683,0.3043478260869565,0.5365853658536586,1.744186046511628,0.0284313725490196,0.8865979381443299,17.083119386344983,12.030164813109984,-0.10735402808573535
KEN,2016,7,34,79,15,Kenya,6,6,1,13,Brazil,0.4615384615384615,0,0,0,103,0.0061798764024719,0.0133744855967078,0.4615384615384615,9.307692307692308,0.2058823529411764,0.1645569620253164,-0.4827586206896552,0.575,1.976744186046512,0.0907523939808481,0.9885057471264368,5.106550650566617,13.61217325599787,0.0063725490196078205
KOR,2016,26,34,207,8,South Korea,9,3,9,21,Brazil,0.4285714285714285,0,0,0,268,0.0160796784064318,0.0216049382716049,0.4285714285714285,5.761904761904762,0.7647058823529411,0.1014492753623188,0.6,0.5513307984790875,2.0,0.0761969904240766,1.0,23.606987672602788,23.0832710367975,-0.012771765623476594
KOS,2016,5,34,8,54,Kosovo,1,0,0,1,Brazil,1.0,0,0,0,1,5.999880002399952e-05,0.0010288065843621,1.0,121.0,0.1470588235294117,0.125,0.0,0.375,1.5348837209302326,0.0188514631743085,0.8113207547169812,-4.334835715326791,2.8993296893425184,
LTU,2016,15,34,67,65,Lithuania,0,1,3,4,Brazil,0.0,0,0,0,25,0.0014999700005999,0.0041152263374485,0.0,30.25,0.4411764705882353,0.0597014925373134,0.8571428571428571,0.75,1.3953488372093024,0.0014363885088919,0.7678571428571429,9.5566804132201,3.749112281057355,0.16666666666666663
MAR,2016,13,34,48,78,Morocco,0,0,1,1,Brazil,0.0,0,0,0,23,0.0013799724005519,0.0010288065843621,0.0,121.0,0.3823529411764705,0.0208333333333333,-0.0126582278481012,0.5961538461538461,1.3953488372093024,0.0014363885088919,0.7678571428571429,3.266796408507098,-0.8220431324433841,-0.12026406429391501
MAS,2016,10,34,32,60,Malaysia,0,4,1,5,Brazil,0.0,0,0,0,11,0.0006599868002639,0.0051440329218107,0.0,24.2,0.2941176470588235,0.15625,-0.0769230769230769,0.5476190476190477,1.3953488372093024,0.0014363885088919,0.7678571428571429,6.846527658504601,3.1482877674559866,-0.03132832080200498
MEX,2016,27,34,122,61,Mexico,0,3,2,5,Brazil,0.0,0,0,0,68,0.0040799184016319,0.0051440329218107,0.0,24.2,0.7941176470588235,0.040983606557377,0.5641025641025641,0.5971223021582733,1.3953488372093024,0.0014363885088919,0.7678571428571429,23.104254232539496,6.341393996921878,-0.024726437337524998
MGL,2016,9,34,43,67,Mongolia,0,1,1,2,Brazil,0.0,0,0,0,26,0.0015599688006239,0.0020576131687242,0.0,60.5,0.2647058823529412,0.0465116279069767,0.1551724137931034,0.5652173913043478,1.3953488372093024,0.0014363885088919,0.7678571428571429,2.297037966569056,3.035490350915388,0.0027173913043477826
NED,2016,23,34,237,11,Netherlands,8,7,4,19,Brazil,0.4210526315789473,0,0,0,287,0.0172196556068878,0.0195473251028806,0.4210526315789473,6.368421052631579,0.6764705882352942,0.080168776371308,-0.1538461538461538,0.4650455927051671,1.9302325581395348,0.0328773369813041,0.9662921348314608,21.220370317385644,19.97119904702134,-0.061981434321859874
NGR,2016,10,34,71,78,Nigeria,0,0,1,1,Brazil,0.0,0,0,0,25,0.0014999700005999,0.0010288065843621,0.0,121.0,0.2941176470588235,0.0140845070422535,0.3684210526315789,0.6363636363636364,1.3953488372093024,0.0014363885088919,0.7678571428571429,-0.6062362229999375,2.113838269509522,0.16445352400408586
NIG,2016,4,34,6,69,Niger,0,1,0,1,Brazil,0.0,0,0,0,2,0.0001199976000479,0.0010288065843621,0.0,121.0,0.1176470588235294,0.1666666666666666,0.6046511627906976,0.6666666666666666,1.3953488372093024,0.0014363885088919,0.7678571428571429,-5.878409895828476,2.108381164079425,-0.33333333333333337
NOR,2016,13,34,62,74,Norway,0,0,4,4,Brazil,0.0,0,0,0,155,0.0092998140037199,0.0041152263374485,0.0,30.25,0.3823529411764705,0.064516129032258,1.1764705882352942,0.5194805194805194,1.3953488372093024,0.0014363885088919,0.7678571428571429,6.974056080668374,5.755112465875253,-0.016751364577451633
NZL,2016,20,34,195,19,New Zealand,4,9,5,18,Brazil,0.2222222222222222,0,0,0,117,0.0070198596028079,0.0185185185185185,0.2222222222222222,6.722222222222222,0.5882352941176471,0.0923076923076923,0.3571428571428571,0.5086206896551724,1.9534883720930232,0.0814956680346557,0.9772727272727272,17.330210542289336,12.299960785233358,-0.0305949966193374
PHI,2016,8,34,13,69,Philippines,0,1,0,1,Brazil,0.0,0,0,0,10,0.0005999880002399,0.0010288065843621,0.0,121.0,0.2352941176470588,0.0769230769230769,0.1311475409836065,0.5384615384615384,1.3953488372093024,0.0014363885088919,0.7678571428571429,-1.7763355140261528,2.233578586731633,-0.07264957264957272
POL,2016,24,34,234,33,Poland,2,3,6,11,Brazil,0.1818181818181818,0,0,0,289,0.0173396532069358,0.0113168724279835,0.1818181818181818,11.0,0.7058823529411765,0.047008547008547,0.4347826086956521,0.5674740484429066,1.744186046511628,0.0284313725490196,0.8865979381443299,20.840951476328808,13.807514851343235,0.001067798442906609
POR,2016,17,34,90,78,Portugal,0,0,1,1,Brazil,0.0,0,0,0,24,0.0014399712005759,0.0010288065843621,0.0,121.0,0.5,0.0111111111111111,0.1142857142857142,0.6792452830188679,1.3953488372093024,0.0014363885088919,0.7678571428571429,7.305427291036446,2.0631496116195303,0.10781671159029649
PRK,2016,9,34,30,34,North Korea,2,3,2,7,Brazil,0.2857142857142857,0,0,0,54,0.0032399352012959,0.0072016460905349,0.2857142857142857,17.285714285714285,0.2647058823529412,0.2333333333333333,0.6190476190476191,0.3421052631578947,1.744186046511628,0.0284313725490196,0.8865979381443299,5.912931528172782,6.797118128761115,0.04385964912280699
PUR,2016,15,34,40,54,Puerto Rico,1,0,0,1,Brazil,1.0,0,0,0,9,0.0005399892002159,0.0010288065843621,1.0,121.0,0.4411764705882353,0.025,-0.1692307692307692,0.3170731707317073,1.5348837209302326,0.0188514631743085,0.8113207547169812,5.702086960413231,3.0153448024799494,-0.3614982578397213
QAT,2016,10,34,37,69,Qatar,0,1,0,1,Brazil,0.0,0,0,0,5,0.0002999940001199,0.0010288065843621,0.0,121.0,0.2941176470588235,0.027027027027027,0.0615384615384615,0.9523809523809524,1.3953488372093024,0.0014363885088919,0.7678571428571429,-0.022496521859547,2.050968190974205,0.30952380952380953
ROU,2016,15,34,95,47,Romania,1,1,2,4,Brazil,0.25,0,0,0,304,0.0182396352072958,0.0041152263374485,0.25,30.25,0.4411764705882353,0.0421052631578947,0.5161290322580645,0.3801652892561983,1.5348837209302326,0.0188514631743085,0.8113207547169812,9.877894403270767,9.386740776438929,-0.14886696880831785
RSA,2016,15,34,135,29,South Africa,2,6,2,10,Brazil,0.2,0,0,0,86,0.0051598968020639,0.0102880658436214,0.2,12.1,0.4411764705882353,0.074074074074074,0.45,0.7032258064516129,1.744186046511628,0.0284313725490196,0.8865979381443299,11.304145541016528,6.164896267709949,0.12391546162402667
RUS,2016,29,34,284,4,Russia,19,17,20,56,Brazil,0.3392857142857143,0,0,0,423,0.0253794924101517,0.0576131687242798,0.3392857142857143,2.1607142857142856,0.8529411764705882,0.1971830985915492,0.0,0.5,1.976744186046512,0.0151390788873689,0.9885057471264368,28.91182863604112,50.41451959097058,0.015482695810564717
SGP,2016,7,34,24,54,Singapore,1,0,0,1,Brazil,1.0,0,0,0,5,0.0002999940001199,0.0010288065843621,1.0,121.0,0.2058823529411764,0.0416666666666666,-0.2987012987012987,0.375,1.5348837209302326,0.0188514631743085,0.8113207547169812,-2.586550231019853,2.840916807216897,0.041666666666666685
SLO,2016,12,34,63,45,Slovenia,1,2,1,4,Brazil,0.25,0,0,0,23,0.0013799724005519,0.0041152263374485,0.25,30.25,0.3529411764705882,0.0634920634920634,0.0714285714285714,0.5857142857142857,1.5348837209302326,0.0188514631743085,0.8113207547169812,7.507113060890098,6.420493251833936,0.20109890109890116
SRB,2016,14,34,103,32,Serbia,2,4,2,8,Brazil,0.25,0,0,0,15,0.0008999820003599,0.0082304526748971,0.25,15.125,0.4117647058823529,0.0776699029126213,-0.238095238095238,0.5511811023622047,1.744186046511628,0.0284313725490196,0.8865979381443299,11.104524625874369,8.205774867857185,-0.13538606181689972
SUI,2016,17,34,102,23,Switzerland,3,2,2,7,Brazil,0.4285714285714285,0,0,0,196,0.0117597648047039,0.0072016460905349,0.4285714285714285,17.285714285714285,0.5,0.0686274509803921,-0.303030303030303,0.5986842105263158,1.9069767441860463,0.0592249064205288,0.9555555555555556,14.231783297893845,10.902340134348483,-0.10766499582289057
SVK,2016,12,34,51,37,Slovakia,2,2,0,4,Brazil,0.5,0,0,0,28,0.0016799664006719,0.0041152263374485,0.5,30.25,0.3529411764705882,0.0784313725490196,-0.4126984126984127,0.6190476190476191,1.744186046511628,0.0284313725490196,0.8865979381443299,8.371903014153046,6.119424861982365,0.08058608058608063
SWE,2016,22,34,150,28,Sweden,2,6,3,11,Brazil,0.1818181818181818,0,0,0,496,0.0297594048119037,0.0113168724279835,0.1818181818181818,11.0,0.6470588235294118,0.0733333333333333,-0.2432432432432432,0.3978494623655914,1.744186046511628,0.0284313725490196,0.8865979381443299,19.94500140571024,18.295623068828185,0.004992319508448584
THA,2016,15,34,54,35,Thailand,2,2,2,6,Brazil,0.3333333333333333,0,0,0,33,0.0019799604007919,0.0061728395061728,0.3333333333333333,20.166666666666668,0.4411764705882353,0.1111111111111111,-0.4067796610169492,0.4827586206896552,1.744186046511628,0.0284313725490196,0.8865979381443299,12.497938374367848,5.491020468545226,-0.028869286287089013
TJK,2016,4,34,7,54,Tajikistan,1,0,0,1,Brazil,1.0,0,0,0,4,0.0002399952000959,0.0010288065843621,1.0,121.0,0.1176470588235294,0.1428571428571428,-0.3164556962025316,0.7142857142857143,1.5348837209302326,0.0188514631743085,0.8113207547169812,-4.767903745285496,2.8432865241590104,-0.0982142857142857
TPE,2016,18,34,55,50,Chinese Taipei,1,0,2,3,Brazil,0.3333333333333333,0,0,0,22,0.0013199736005279,0.0030864197530864,0.3333333333333333,40.333333333333336,0.5294117647058824,0.0545454545454545,0.0416666666666666,0.4626865671641791,1.5348837209302326,0.0188514631743085,0.8113207547169812,13.390024404197575,3.96430476045554,0.06268656716417909
