NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,delta_GR,T_c,S_c,Coach_Effect,EI,ESP,ECR_Large,ECR_Small
CZE,2016,20,34,104,43,Czech Republic,1,2,7,10,Brazil,0.1,0,0,0,56,0.0033599328013439,0.0102880658436214,0.1,12.1,1.190227652689612,0.1362502175426382,1.263157894736842,0.5851851851851851,1.5348837209302326,0.0188514631743085,0.8113207547169812,14.803210766996854,0.0757512229210342,8.714285714285714,-6.433257918552036,4.170022624434388,0.0,0.0192307692307692,0.5882352941176471,0.2973856209150327
DEN,2016,16,34,117,27,Denmark,2,6,7,15,Brazil,0.1333333333333333,0,0,0,196,0.0117597648047039,0.015432098765432,0.1333333333333333,8.066666666666666,0.9034646001290232,0.1816130061492052,-0.1,0.5734265734265734,1.744186046511628,0.0284313725490196,0.8865979381443299,12.79362986555898,0.0633594593326136,7.321428571428571,-3.1972850678733025,4.1658144796380085,0.0,0.017094017094017,0.4705882352941176,0.218954248366013
DOM,2016,11,34,26,78,Dominican Republic,0,0,1,1,Brazil,0.0,0,0,0,7,0.0004199916001679,0.0010288065843621,0.0,121.0,-0.1202389315678211,-0.0018032834435549,0.6595744680851063,0.7333333333333333,1.3953488372093024,0.0014363885088919,0.7678571428571429,-2.685966361360336,0.3166666666666666,1.6666666666666667,-38.78506787330317,-10.468853695324285,0.0,0.1538461538461538,0.3235294117647059,0.0718954248366013
EGY,2016,23,34,118,75,Egypt,0,0,3,3,Brazil,0.0,0,0,0,30,0.0017999640007199,0.0030864197530864,0.0,40.333333333333336,0.0,0.0110218835020362,0.3392857142857143,0.6642335766423357,1.3953488372093024,0.0014363885088919,0.7678571428571429,1.892748675668903,0.0051426675514266,3.3,-26.582419408441343,-5.664725822532403,0.0,0.1016949152542373,0.6764705882352942,0.284313725490196
ESP,2016,28,34,306,14,Spain,7,4,6,17,Brazil,0.4117647058823529,0,0,0,152,0.0091198176036479,0.0174897119341563,0.4117647058823529,7.117647058823529,2.096115529216604,0.0803069332308085,-0.1764705882352941,0.5261707988980716,1.976744186046512,0.0805061559507524,0.9885057471264368,24.441805791428312,-0.0726492600989785,8.5,-4.982506728181468,4.45524798154556,0.0,0.0032679738562091,0.8235294117647058,0.4673202614379085
EST,2016,13,34,46,78,Estonia,0,0,1,1,Brazil,0.0,0,0,0,34,0.0020399592008159,0.0010288065843621,0.0,121.0,0.0,-0.0029960524852663,0.2,0.5714285714285714,1.3953488372093024,0.0014363885088919,0.7678571428571429,-1.306555945484888,-0.123015873015873,3.4,-45.86061381074168,-11.378184143222503,0.0,0.0217391304347826,0.3823529411764705,0.1013071895424836
ETH,2016,3,34,37,44,Ethiopia,1,2,5,8,Brazil,0.125,0,0,0,54,0.0032399352012959,0.0082304526748971,0.125,15.125,-0.0237172551663686,0.2770604265755299,0.76,0.4473684210526316,1.5348837209302326,0.0188514631743085,0.8113207547169812,3.20339105736139,-0.0820433436532507,4.461538461538462,-1.0301073131955476,2.814044729118258,0.0,0.081081081081081,0.088235294117647,0.0522875816993464
FIJ,2016,10,34,53,54,Fiji,1,0,0,1,Brazil,1.0,0,0,0,1,5.999880002399952e-05,0.0010288065843621,1.0,121.0,0.0044892423921034,0.0002215567608317,0.0,0.6792452830188679,1.5348837209302326,0.0188514631743085,0.8113207547169812,-1.1715646739243444,0.0,1.0,-35.27524972253052,-9.882574916759156,0.0,0.3018867924528302,0.2941176470588235,0.0457516339869281
FIN,2016,17,34,54,78,Finland,0,0,1,1,Brazil,0.0,0,0,0,304,0.0182396352072958,0.0010288065843621,0.0,121.0,0.0,0.0009584362139917,0.3,0.5074626865671642,1.3953488372093024,0.0014363885088919,0.7678571428571429,-1.3368500379992438,0.0436945706251352,12.16,-59.98148148148148,-9.482444444444443,0.0,0.037037037037037,0.5,0.1797385620915032
FRA,2016,32,34,392,7,France,10,18,14,42,Brazil,0.238095238095238,0,0,0,720,0.0431991360172796,0.0432098765432098,0.238095238095238,2.880952380952381,3.8292700132237214,0.30455558947717,0.0,0.576171875,2.0,0.0656634746922024,1.0,42.360115307202335,0.0057493397887323,27.03448275862069,-1.6631652661064424,18.42518835120255,0.0,0.0382653061224489,0.9411764705882352,0.6535947712418301
GBR,2016,26,34,360,2,Great Britain,27,23,17,67,Brazil,0.4029850746268656,0,0,0,881,0.0528589428211435,0.0689300411522633,0.4029850746268656,1.805970149253732,2.868804094651802,0.4730469103080508,-0.951219512195122,0.5564853556485355,2.0,0.0014363885088919,1.0,33.699810820634625,0.0447894492157869,22.2093023255814,-0.4302190030240955,15.417445926999749,0.5,0.0027777777777777,0.7647058823529411,0.6405228758169934
GBR,2016,26,34,360,63,Ireland,0,2,0,2,Brazil,0.0,0,0,0,883,0.0529789404211915,0.0020576131687242,0.0,60.5,0.0,0.0066100990525408,30.5,0.5564853556485355,2.0,0.0014363885088919,1.0,-11.2547522662262,0.0,22.2093023255814,-45.49444444444445,1.8981782945736416,0.5,0.0027777777777777,0.7647058823529411,0.6405228758169934
GEO,2016,12,34,40,38,Georgia,2,1,4,7,Brazil,0.2857142857142857,0,0,0,32,0.0019199616007679,0.0072016460905349,0.2857142857142857,17.285714285714285,0.4022991172310027,0.2139922794117646,-0.05,0.6888888888888889,1.744186046511628,0.0284313725490196,0.8865979381443299,7.5123980426616495,-0.0888888888888889,5.571428571428571,-5.572899159663865,2.22813025210084,0.0,0.025,0.3529411764705882,0.130718954248366
GER,2016,29,34,418,5,Germany,17,10,15,42,Brazil,0.4047619047619047,0,0,0,634,0.0380392392152156,0.0432098765432098,0.4047619047619047,2.880952380952381,3.704797058610094,0.3719064521255034,-0.1666666666666666,0.5410447761194029,2.0,0.0451436388508891,1.0,41.37184306428805,-0.0060140474100088,39.23529411764706,-1.5038632677951562,27.01354690201439,0.0,0.0071770334928229,0.8529411764705882,0.7026143790849673
GRE,2016,16,34,92,25,Greece,3,1,2,6,Brazil,0.5,0,0,0,117,0.0070198596028079,0.0061728395061728,0.5,20.166666666666668,0.5590433414330144,0.0762305404203268,-0.6753246753246753,0.6442307692307693,1.9069767441860463,0.0592249064205288,0.9555555555555556,8.841606027928647,0.0355351170568561,6.25,-8.954390451832907,1.688682864450128,0.0,0.1413043478260869,0.4705882352941176,0.2124183006535947
GRN,2016,2,34,6,69,Grenada,0,1,0,1,Brazil,0.0,0,0,0,2,0.0001199976000479,0.0010288065843621,0.0,121.0,0.0369648926541141,0.1477614379084967,0.38,0.8333333333333334,1.3953488372093024,0.0014363885088919,0.7678571428571429,-0.6091261211241719,0.2083333333333333,1.3333333333333333,-6.892156862745097,-1.1343137254901956,0.0,0.1666666666666666,0.0588235294117647,0.0130718954248366
HUN,2016,20,34,153,12,Hungary,8,3,4,15,Brazil,0.5333333333333333,0,0,0,492,0.0295194096118077,0.015432098765432,0.5333333333333333,8.066666666666666,1.8211519966906664,0.2159853047973002,0.2,0.5588235294117647,1.9302325581395348,0.0328773369813041,0.9662921348314608,21.88129626389245,-0.0033655253146034,18.925925925925927,-4.058823529411765,12.03050108932462,0.0,0.0849673202614379,0.5882352941176471,0.369281045751634
INA,2016,7,34,28,46,Indonesia,1,2,0,3,Brazil,0.3333333333333333,0,0,0,32,0.0019199616007679,0.0030864197530864,0.3333333333333333,40.333333333333336,0.015707147763266,0.1106244997999199,-0.2333333333333333,0.6451612903225806,1.5348837209302326,0.0188514631743085,0.8113207547169812,2.549667543557397,0.0542521994134896,3.888888888888889,-7.990896358543416,0.3249533146591972,0.0,0.0357142857142857,0.2058823529411764,0.0620915032679738
IND,2016,15,34,112,67,India,0,1,1,2,Brazil,0.0,0,0,0,28,0.0016799664006719,0.0020576131687242,0.0,60.5,0.0,0.0060410512889366,0.175438596491228,0.5230769230769231,1.3953488372093024,0.0014363885088919,0.7678571428571429,1.1417201125522944,-0.1716599190283401,1.7894736842105263,-26.232142857142858,-6.617011278195489,0.0,0.0178571428571428,0.4411764705882353,0.218954248366013
IRI,2016,15,34,63,24,Iran,3,1,4,8,Brazil,0.375,0,0,0,69,0.0041399172016559,0.0082304526748971,0.375,15.125,0.4274135497695545,0.1460813214174557,1.0,0.835820895522388,1.9069767441860463,0.0592249064205288,0.9555555555555556,7.237000732390893,0.0288033516627389,4.764705882352941,-6.104633520074697,1.5039040616246495,0.0,0.0158730158730158,0.4411764705882353,0.1503267973856209
IRL,2016,14,34,76,63,Ireland,0,2,0,2,Brazil,0.0,0,0,0,31,0.0018599628007439,0.0020576131687242,0.0,60.5,0.0,0.011994459833795,0.5365853658536586,0.6666666666666666,1.3953488372093024,0.0014363885088919,0.7678571428571429,1.0100110617091524,0.1140350877192981,2.7142857142857144,-24.473684210526315,-5.442105263157893,0.0,0.0526315789473684,0.4117647058823529,0.1862745098039215
ISR,2016,16,34,47,77,Israel,0,0,2,2,Brazil,0.0,0,0,0,9,0.0005399892002159,0.0020576131687242,0.0,60.5,0.0,0.0136713444997736,-0.0609756097560975,0.4745762711864407,1.3953488372093024,0.0014363885088919,0.7678571428571429,1.258810663416295,-0.1087570621468926,2.2857142857142856,-27.957446808510635,-6.787234042553191,0.0,0.0425531914893617,0.4705882352941176,0.1470588235294117
ITA,2016,26,34,309,9,Italy,8,12,8,28,Brazil,0.2857142857142857,0,0,0,583,0.0349793004139917,0.0288065843621399,0.2857142857142857,4.321428571428571,2.7957730338982425,0.2303164151400478,0.0,0.5338345864661654,1.9302325581395348,0.0328773369813041,0.9662921348314608,31.83485408707944,-0.0211392355233633,23.07407407407408,-2.449301079655162,15.4170615279553,0.0,0.0064724919093851,0.7647058823529411,0.5555555555555556
JAM,2016,4,34,56,16,Jamaica,6,3,2,11,Brazil,0.5454545454545454,0,0,0,79,0.0047399052018959,0.0113168724279835,0.5454545454545454,11.0,0.0500812473617466,0.2637001988295318,-0.1111111111111111,0.4415584415584415,1.976744186046512,0.0907523939808481,0.9885057471264368,4.421625255166739,-0.0261834939254294,5.3125,-0.9800420168067224,3.4247373949579827,0.0,0.0892857142857142,0.1176470588235294,0.1045751633986928
JOR,2016,6,34,8,54,Jordan,1,0,0,1,Brazil,1.0,0,0,0,1,5.999880002399952e-05,0.0010288065843621,1.0,121.0,0.1833945503537136,0.0548069852941176,0.0,0.875,1.5348837209302326,0.0188514631743085,0.8113207547169812,0.7522447960404108,0.0,1.0,-21.051470588235293,-5.615441176470588,0.0,0.125,0.1764705882352941,0.0261437908496732
JPN,2016,32,34,335,6,Japan,12,8,21,41,Brazil,0.2926829268292683,0,1,0,441,0.0264594708105837,0.0421810699588477,0.2926829268292683,2.951219512195122,3.660186523862496,0.3053511130594929,-0.4545454545454545,0.5206422018348624,2.0,0.0554035567715458,1.0,40.86524287969932,0.0218953346669427,22.09090909090909,-1.7140538341292102,14.949420213397598,0.0,0.035820895522388,0.9411764705882352,0.6078431372549019
KAZ,2016,19,34,101,30,Kazakhstan,2,5,10,17,Brazil,0.1176470588235294,0,0,0,63,0.0037799244015119,0.0174897119341563,0.1176470588235294,7.117647058823529,1.354660383949182,0.269725863093007,0.3043478260869565,0.5365853658536586,1.744186046511628,0.0284313725490196,0.8865979381443299,17.3852950460326,-0.1073540280857353,10.0,-3.250368289424098,6.024889513172771,0.0,0.0099009900990099,0.5588235294117647,0.3202614379084967
KEN,2016,7,34,79,15,Kenya,6,6,1,13,Brazil,0.4615384615384615,0,0,0,103,0.0061798764024719,0.0133744855967078,0.4615384615384615,9.307692307692308,0.2800858128411952,0.2579382074893728,-0.4827586206896552,0.575,1.976744186046512,0.0907523939808481,0.9885057471264368,6.911022751934394,0.0063725490196078,8.76923076923077,-1.5458502777936878,5.674706455123433,0.0,0.1518987341772152,0.2058823529411764,0.0947712418300653
KOR,2016,26,34,207,8,South Korea,9,3,9,21,Brazil,0.4285714285714285,0,0,0,268,0.0160796784064318,0.0216049382716049,0.4285714285714285,5.761904761904762,2.5386619248690243,0.21599503317395,0.6,0.5513307984790875,2.0,0.0761969904240766,1.0,28.9390263189028,-0.0127717656234765,17.647058823529413,-3.540007307270734,11.290938984289369,0.0,0.0048309178743961,0.7647058823529411,0.3758169934640523
KOS,2016,5,34,8,54,Kosovo,1,0,0,1,Brazil,1.0,0,0,0,1,5.999880002399952e-05,0.0010288065843621,1.0,121.0,0.1526436945938818,0.0724172794117647,0.0,0.375,1.5348837209302326,0.0188514631743085,0.8113207547169812,0.4938609512711934,0.0,1.5,-17.522058823529402,-4.20661764705882,0.0,0.125,0.1470588235294117,0.0261437908496732
LTU,2016,15,34,67,65,Lithuania,0,1,3,4,Brazil,0.0,0,0,0,25,0.0014999700005999,0.0041152263374485,0.0,30.25,0.0,0.0518452950349219,0.8571428571428571,0.75,1.3953488372093024,0.0014363885088919,0.7678571428571429,2.1926913705241136,0.1666666666666666,3.625,-12.84471027216857,-1.3159130816505709,0.0,0.0597014925373134,0.4411764705882353,0.1601307189542483
MAR,2016,13,34,48,78,Morocco,0,0,1,1,Brazil,0.0,0,0,0,23,0.0013799724005519,0.0010288065843621,0.0,121.0,0.0,-0.0045157224821746,-0.0126582278481012,0.5961538461538461,1.3953488372093024,0.0014363885088919,0.7678571428571429,-1.2236817602972727,-0.120264064293915,2.272727272727273,-45.86151960784313,-12.167546791443849,0.0,0.0625,0.3823529411764705,0.1274509803921568
MAS,2016,10,34,32,60,Malaysia,0,4,1,5,Brazil,0.0,0,0,0,11,0.0006599868002639,0.0051440329218107,0.0,24.2,-0.1182450125182377,0.1486950444240196,-0.0769230769230769,0.5476190476190477,1.3953488372093024,0.0014363885088919,0.7678571428571429,1.9004491543551392,-0.0313283208020049,2.1666666666666665,-6.667279411764705,-0.4835171568627447,0.0,0.03125,0.2941176470588235,0.0947712418300653
MEX,2016,27,34,122,61,Mexico,0,3,2,5,Brazil,0.0,0,0,0,68,0.0040799184016319,0.0051440329218107,0.0,24.2,0.0,0.028354793408898,0.5641025641025641,0.5971223021582733,1.3953488372093024,0.0014363885088919,0.7678571428571429,2.490993912848196,-0.0247264373375249,3.4761904761904763,-18.38254580520733,-3.081430408228865,0.0,0.1475409836065573,0.7941176470588235,0.261437908496732
MGL,2016,9,34,43,67,Mongolia,0,1,1,2,Brazil,0.0,0,0,0,26,0.0015599688006239,0.0020576131687242,0.0,60.5,-0.3373037521437457,0.0319253650621957,0.1551724137931034,0.5652173913043478,1.3953488372093024,0.0014363885088919,0.7678571428571429,-2.132172066513275,0.0027173913043477,2.25,-15.703488372093023,-3.1360465116279066,0.0,0.0232558139534883,0.2647058823529412,0.1339869281045751
NED,2016,23,34,237,11,Netherlands,8,7,4,19,Brazil,0.4210526315789473,0,0,0,287,0.0172196556068878,0.0195473251028806,0.4210526315789473,6.368421052631579,1.919699229067827,0.1409117334089293,-0.1538461538461538,0.4650455927051671,1.9302325581395348,0.0328773369813041,0.9662921348314608,22.871855817561016,-0.0619814343218598,12.346153846153848,-3.551410170997113,7.576884641008559,0.0,0.0590717299578059,0.6470588235294118,0.392156862745098
NGR,2016,10,34,71,78,Nigeria,0,0,1,1,Brazil,0.0,0,0,0,25,0.0014999700005999,0.0010288065843621,0.0,121.0,0.1238770931386196,0.0019161049330133,0.3684210526315789,0.6363636363636364,1.3953488372093024,0.0014363885088919,0.7678571428571429,-0.1313988790406157,0.1644535240040858,2.7777777777777777,-35.28003314001656,-8.639565497560524,0.0,0.0422535211267605,0.2941176470588235,0.1176470588235294
NIG,2016,4,34,6,69,Niger,0,1,0,1,Brazil,0.0,0,0,0,2,0.0001199976000479,0.0010288065843621,0.0,121.0,0.1311467833315861,0.108578431372549,0.6046511627906976,0.6666666666666666,1.3953488372093024,0.0014363885088919,0.7678571428571429,0.1298977399358253,-0.3333333333333333,1.0,-13.95098039215686,-3.485294117647058,0.0,0.1666666666666666,0.1176470588235294,0.0196078431372549
NOR,2016,13,34,62,74,Norway,0,0,4,4,Brazil,0.0,0,0,0,155,0.0092998140037199,0.0041152263374485,0.0,30.25,0.2365712359304272,0.0724400501928137,1.1764705882352942,0.5194805194805194,1.3953488372093024,0.0014363885088919,0.7678571428571429,4.467894373109302,-0.0167513645774516,6.52,-11.119307400379505,1.228207779886148,0.0,0.032258064516129,0.3823529411764705,0.1732026143790849
NZL,2016,20,34,195,19,New Zealand,4,9,5,18,Brazil,0.2222222222222222,0,0,0,117,0.0070198596028079,0.0185185185185185,0.2222222222222222,6.722222222222222,1.1321149913549344,0.1234798088789039,0.3571428571428571,0.5086206896551724,1.9534883720930232,0.0814956680346557,0.9772727272727272,14.776594674937735,-0.0305949966193374,6.227272727272728,-3.2737053795877324,3.3769792952145896,0.0,0.0051282051282051,0.5882352941176471,0.326797385620915
PHI,2016,8,34,13,69,Philippines,0,1,0,1,Brazil,0.0,0,0,0,10,0.0005999880002399,0.0010288065843621,0.0,121.0,0.1967077404666588,0.0203182890513207,0.1311475409836065,0.5384615384615384,1.3953488372093024,0.0014363885088919,0.7678571428571429,0.7385458757207153,-0.0726495726495727,1.5555555555555556,-28.15837104072397,-7.358622423328304,0.0,0.0769230769230769,0.2352941176470588,0.0424836601307189
POL,2016,24,34,234,33,Poland,2,3,6,11,Brazil,0.1818181818181818,0,0,0,289,0.0173396532069358,0.0113168724279835,0.1818181818181818,11.0,1.9764143432579675,0.0818423122043031,0.4347826086956521,0.5674740484429066,1.744186046511628,0.0284313725490196,0.8865979381443299,22.85173198047723,0.0010677984429066,13.590909090909092,-7.0118149824032185,7.410091868915398,0.0,0.0042735042735042,0.7058823529411765,0.4673202614379085
POR,2016,17,34,90,78,Portugal,0,0,1,1,Brazil,0.0,0,0,0,24,0.0014399712005759,0.0010288065843621,0.0,121.0,0.0,-0.007524074074074,0.1142857142857142,0.6792452830188679,1.3953488372093024,0.0014363885088919,0.7678571428571429,-1.283638411974925,0.1078167115902964,1.75,-59.98888888888889,-16.771666666666665,0.0,0.0111111111111111,0.5,0.1993464052287581
PRK,2016,9,34,30,34,North Korea,2,3,2,7,Brazil,0.2857142857142857,0,0,0,54,0.0032399352012959,0.0072016460905349,0.2857142857142857,17.285714285714285,0.2461597689235788,0.2938811051693404,0.6190476190476191,0.3421052631578947,1.744186046511628,0.0284313725490196,0.8865979381443299,5.9013849232993625,0.0438596491228069,5.454545454545454,-4.0775910364145656,2.594904507257448,0.0,0.0333333333333333,0.2647058823529412,0.0915032679738562
PUR,2016,15,34,40,54,Puerto Rico,1,0,0,1,Brazil,1.0,0,0,0,9,0.0005399892002159,0.0010288065843621,1.0,121.0,0.0,-0.0122808823529411,-0.1692307692307692,0.3170731707317073,1.5348837209302326,0.0188514631743085,0.8113207547169812,-1.1804634565229126,-0.3614982578397213,1.375,-52.91617647058823,-14.912352941176469,0.0,0.025,0.4411764705882353,0.088235294117647
QAT,2016,10,34,37,69,Qatar,0,1,0,1,Brazil,0.0,0,0,0,5,0.0002999940001199,0.0010288065843621,0.0,121.0,0.0063750832331556,0.0007023589567309,0.0615384615384615,0.9523809523809524,1.3953488372093024,0.0014363885088919,0.7678571428571429,-1.176698687021331,0.3095238095238095,1.2,-35.267090620031794,-9.740127186009538,0.0,0.054054054054054,0.2941176470588235,0.065359477124183
ROU,2016,15,34,95,47,Romania,1,1,2,4,Brazil,0.25,0,0,0,304,0.0182396352072958,0.0041152263374485,0.25,30.25,0.9179329778363958,0.071984454945413,0.5161290322580645,0.3801652892561983,1.5348837209302326,0.0188514631743085,0.8113207547169812,11.506755363895362,-0.1488669688083178,15.65,-12.862306501547987,7.096308049535605,0.0,0.0105263157894736,0.4411764705882353,0.1993464052287581
RSA,2016,15,34,135,29,South Africa,2,6,2,10,Brazil,0.2,0,0,0,86,0.0051598968020639,0.0102880658436214,0.2,12.1,0.5125917357670265,0.088463542662029,0.45,0.7032258064516129,1.744186046511628,0.0284313725490196,0.8865979381443299,8.27460626588336,0.1239154616240266,4.842105263157895,-4.822984749455337,1.9425782593739247,0.0,0.0962962962962963,0.4411764705882353,0.2287581699346405
RUS,2016,29,34,284,4,Russia,19,17,20,56,Brazil,0.3392857142857143,0,0,0,423,0.0253794924101517,0.0576131687242798,0.3392857142857143,2.1607142857142856,4.2329680271857,1.1655916630687182,0.0,0.5,1.976744186046512,0.0151390788873689,0.9885057471264368,48.705935132167895,0.0154826958105647,70.5,-0.7928379098118119,49.11214862705645,0.0,0.0035211267605633,0.8529411764705882,0.5849673202614379
SGP,2016,7,34,24,54,Singapore,1,0,0,1,Brazil,1.0,0,0,0,5,0.0002999940001199,0.0010288065843621,1.0,121.0,0.2042325789029845,0.0143363970588235,-0.2987012987012987,0.375,1.5348837209302326,0.0188514631743085,0.8113207547169812,0.9730348727619954,0.0416666666666666,1.2,-24.6642156862745,-6.55926470588235,0.0,0.0416666666666666,0.2058823529411764,0.0784313725490196
SLO,2016,12,34,63,45,Slovenia,1,2,1,4,Brazil,0.25,0,0,0,23,0.0013799724005519,0.0041152263374485,0.25,30.25,-0.3259022987171238,0.0583935796540837,0.0714285714285714,0.5857142857142857,1.5348837209302326,0.0188514631743085,0.8113207547169812,-0.7067484904939231,0.2010989010989011,3.25,-10.26003734827264,-0.8030112044817925,0.0,0.0158730158730158,0.3529411764705882,0.1470588235294117
SRB,2016,14,34,103,32,Serbia,2,4,2,8,Brazil,0.25,0,0,0,15,0.0008999820003599,0.0082304526748971,0.25,15.125,0.4489076827458183,0.0914830914927946,-0.238095238095238,0.5511811023622047,1.744186046511628,0.0284313725490196,0.8865979381443299,7.810540679364354,-0.1353860618168997,5.0,-5.738506567675613,1.778448029697316,0.0452961672473867,0.1262135922330097,0.4117647058823529,0.1830065359477124
SUI,2016,17,34,102,23,Switzerland,3,2,2,7,Brazil,0.4285714285714285,0,0,0,196,0.0117597648047039,0.0072016460905349,0.4285714285714285,17.285714285714285,0.812627228134584,0.0883003332051774,-0.303030303030303,0.5986842105263158,1.9069767441860463,0.0592249064205288,0.9555555555555556,11.356317844621431,-0.1076649958228905,7.555555555555555,-8.07422969187675,2.866619981325864,0.0,0.0196078431372549,0.4705882352941176,0.2581699346405229
SVK,2016,12,34,51,37,Slovakia,2,2,0,4,Brazil,0.5,0,0,0,28,0.0016799664006719,0.0041152263374485,0.5,30.25,-0.0554040012608972,0.0770703575547866,-0.4126984126984127,0.6190476190476191,1.744186046511628,0.0284313725490196,0.8865979381443299,2.2289092440777774,0.0805860805860806,4.142857142857143,-10.245098039215684,-0.1735294117647057,0.0,0.0196078431372549,0.3529411764705882,0.1601307189542483
SWE,2016,22,34,150,28,Sweden,2,6,3,11,Brazil,0.1818181818181818,0,0,0,496,0.0297594048119037,0.0113168724279835,0.1818181818181818,11.0,2.0396958439553647,0.1556519651416121,-0.2432432432432432,0.3978494623655914,1.744186046511628,0.0284313725490196,0.8865979381443299,23.955376722843763,0.0049923195084485,18.77777777777778,-6.3972549019607845,11.225267973856209,0.0,0.1,0.6470588235294118,0.2581699346405229
THA,2016,15,34,54,35,Thailand,2,2,2,6,Brazil,0.3333333333333333,0,0,0,33,0.0019799604007919,0.0061728395061728,0.3333333333333333,20.166666666666668,-0.012080983830989,0.1108709645474351,-0.4067796610169492,0.4827586206896552,1.744186046511628,0.0284313725490196,0.8865979381443299,3.1498107830694893,-0.028869286287089,3.5454545454545454,-8.344771241830067,-0.0216131907308385,0.0,0.037037037037037,0.4411764705882353,0.1470588235294117
TJK,2016,4,34,7,54,Tajikistan,1,0,0,1,Brazil,1.0,0,0,0,4,0.0002399952000959,0.0010288065843621,1.0,121.0,0.1037217956403777,0.1004651860744297,-0.3164556962025316,0.7142857142857143,1.5348837209302326,0.0188514631743085,0.8113207547169812,0.2122601744482706,-0.0982142857142857,1.75,-13.974789915966385,-2.967436974789916,0.0,0.1428571428571428,0.1176470588235294,0.022875816993464
TPE,2016,18,34,55,50,Chinese Taipei,1,0,2,3,Brazil,0.3333333333333333,0,0,0,22,0.0013199736005279,0.0030864197530864,0.3333333333333333,40.333333333333336,0.0,0.0328628747366714,0.0416666666666666,0.4626865671641791,1.5348837209302326,0.0188514631743085,0.8113207547169812,2.0729191200928496,0.062686567164179,3.2222222222222223,-20.76898395721925,-3.97513963161022,0.0,0.0363636363636363,0.5294117647058824,0.1503267973856209
TTO,2016,8,34,28,78,Trinidad and Tobago,0,0,1,1,Brazil,0.0,0,0,0,19,0.0011399772004559,0.0010288065843621,0.0,121.0,0.2829413984190215,0.010250450180072,0.8571428571428571,0.5813953488372093,1.3953488372093024,0.0014363885088919,0.7678571428571429,1.2715950937769989,-0.1028151774785801,1.9,-28.19957983193277,-7.12987394957983,0.0,0.1071428571428571,0.2352941176470588,0.0784313725490196
TUN,2016,17,34,61,75,Tunisia,0,0,3,3,Brazil,0.0,0,0,0,13,0.0007799844003119,0.0030864197530864,0.0,40.333333333333336,0.0,0.0271217414673474,1.0833333333333333,0.676923076923077,1.3953488372093024,0.0014363885088919,0.7678571428571429,1.6316656583426687,-0.0816976127320954,2.0,-19.61748633879781,-4.485245901639344,0.0,0.0163934426229508,0.5,0.15359477124183
TUR,2016,21,34,100,41,Turkey,1,3,4,8,Brazil,0.125,0,0,0,90,0.0053998920021599,0.0082304526748971,0.125,15.125,0.7287126524467132,0.0897426535947712,-0.108695652173913,0.5462184873949579,1.5348837209302326,0.0188514631743085,0.8113207547169812,10.533156571458823,0.1092436974789915,5.444444444444445,-8.644264705882353,1.2178316993464051,0.0,0.01,0.6176470588235294,0.2875816993464052
UAE,2016,6,34,12,78,United Arab Emirates,0,0,1,1,Brazil,0.0,0,0,0,2,0.0001199976000479,0.0010288065843621,0.0,121.0,0.2179736460744525,0.0364338235294117,0.4444444444444444,0.75,1.3953488372093024,0.0014363885088919,0.7678571428571429,0.8649154098329943,-0.25,1.0,-21.09313725490196,-5.627941176470588,0.0,0.0833333333333333,0.1764705882352941,0.0359477124183006
UKR,2016,24,34,204,31,Ukraine,2,5,4,11,Brazil,0.1818181818181818,0,0,0,120,0.0071998560028799,0.0113168724279835,0.1818181818181818,11.0,2.218726783307776,0.1137665801614761,1.0666666666666669,0.4669117647058823,1.744186046511628,0.0284313725490196,0.8865979381443299,25.086534591288107,-0.0626934984520123,18.857142857142858,-7.004901960784315,11.098529411764703,0.0,0.0196078431372549,0.7058823529411765,0.4607843137254901
USA,2016,33,34,555,1,United States,46,37,38,121,Brazil,0.3801652892561983,0,0,0,2526,0.1515569688606227,0.1244855967078189,0.3801652892561983,1.0,5.216082346709386,1.6150600035263596,0.0,0.4867872044506258,2.0,0.0,1.0,59.72429995447399,-0.0153898637641782,91.44827586206895,0.218018018018018,64.07919850885368,0.0,0.0072072072072072,0.9411764705882352,0.7843137254901961
UZB,2016,15,34,70,21,Uzbekistan,4,2,7,13,Brazil,0.3076923076923077,0,0,0,31,0.0018599628007439,0.0133744855967078,0.3076923076923077,9.307692307692308,0.7761648689130092,0.2480430972388955,-0.7236842105263158,0.6625,1.9534883720930232,0.0814956680346557,0.9772727272727272,11.912134503674343,0.0017857142857142,6.285714285714286,-3.479444085326439,3.356166774402068,0.0,0.0142857142857142,0.4411764705882353,0.2254901960784313
VEN,2016,20,34,85,62,Venezuela,0,2,1,3,Brazil,0.0,0,0,0,15,0.0008999820003599,0.0030864197530864,0.0,40.333333333333336,0.0,0.0145391003460207,0.24,0.7238095238095238,1.3953488372093024,0.0014363885088919,0.7678571428571429,1.942760201124972,0.1473389355742297,1.5,-23.10196078431373,-5.880588235294119,0.0,0.0117647058823529,0.5882352941176471,0.2516339869281045
