NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,Predicted_CA,delta_GR,T_c,S_c,Coach_Effect,EI,ESP,ECR_Large,ECR_Small
EST,2008,13,34,47,47,Estonia,1,1,0,2,China,0.5,0,0,0,31,0.0018599628007439,0.0020811654526534,0.5,56.0,,0.0258891167150427,-0.265625,0.6792452830188679,1.6091954022988506,0.0253627921715542,0.8365384615384616,7.44838398844507,4.130860795340052,-0.0540880503144654,3.4,-20.98685857321652,-3.916057571964955,0.0,0.0212765957446808,0.3823529411764705,0.1390728476821192
ETH,2008,1,34,27,17,Ethiopia,4,2,1,7,China,0.5714285714285714,0,0,0,38,0.0022799544009119,0.0072840790842872,0.5714285714285714,16.0,-0.0096617619981965,0.3388130085842503,-0.3928571428571428,0.5172413793103449,1.9540229885057472,0.0712376369954557,0.9775280898876404,-0.9124876810209802,7.3505450937623475,-0.0383141762452107,4.461538461538462,-0.1819172113289753,3.0685017596782305,0.0,0.1111111111111111,0.0294117647058823,0.0331125827814569
FIN,2008,14,34,57,44,Finland,1,1,2,4,China,0.25,0,0,0,300,0.0179996400071998,0.0041623309053069,0.25,28.0,0.7639506141961548,0.1066509369398728,-0.2786885245901639,0.5428571428571428,1.6091954022988506,0.0253627921715542,0.8365384615384616,10.37691774071328,9.8700603741576,-0.1138592750533049,12.16,-11.047471620227038,5.197758513931888,0.0,0.0175438596491228,0.4117647058823529,0.1821192052980132
FRA,2008,25,34,309,10,France,7,16,20,43,China,0.1627906976744186,0,0,0,643,0.0385792284154316,0.0447450572320499,0.1627906976744186,2.604651162790698,2.7897572698202557,0.3981593813690149,0.4285714285714285,0.59375,1.9540229885057472,0.0457097032878909,0.9775280898876404,23.33820999414408,33.737511448956425,-0.0266404555314533,27.03448275862069,-1.0407319848237333,18.61191833558736,0.0773195876288659,0.0485436893203883,0.7352941176470589,0.6721854304635762
GBR,2008,23,34,303,4,Great Britain,19,13,19,51,China,0.3725490196078431,0,0,0,740,0.0443991120177596,0.0530697190426638,0.3725490196078431,2.196078431372549,2.430299333743898,0.4267550920076905,-0.6,0.5023809523809524,2.0,0.0009737656088899,1.0,23.009231934176285,53.19076170085765,-0.042063492063492,22.209302325581397,-0.6407950483629681,15.354273113398085,0.0,0.0099009900990099,0.6764705882352942,0.6059602649006622
GBR,2008,23,34,303,64,Ireland,0,1,2,3,China,0.0,0,0,0,743,0.0445791084178316,0.0031217481789802,0.0,37.333333333333336,,0.0179959925872989,15.0,0.5023809523809524,2.0,0.0009737656088899,1.0,-3.488859570782949,15.710248413242692,0.0,22.209302325581397,-24.56853038245001,8.175952513171971,0.0,0.0099009900990099,0.6764705882352942,0.6059602649006622
GEO,2008,11,34,35,28,Georgia,3,2,2,7,China,0.4285714285714285,0,0,0,19,0.0011399772004559,0.0072840790842872,0.4285714285714285,16.0,0.3791724971684233,0.2500823529411765,-0.125,0.7631578947368421,1.793103448275862,0.026655314746734,0.90625,8.898956584139121,7.942556076121903,-0.0573549257759783,5.571428571428571,-4.652941176470589,2.504117647058823,0.0,0.0285714285714285,0.3235294117647059,0.1158940397350993
GER,2008,30,34,420,5,Germany,16,11,14,41,China,0.3902439024390244,0,0,0,548,0.0328793424131517,0.0426638917793964,0.3902439024390244,2.731707317073171,3.865489571536689,0.3615379851940776,-0.1666666666666666,0.5609318996415771,2.0,0.0446404704624431,1.0,29.187064449205103,38.370027233724215,-0.0285951273854498,39.23529411764706,-1.4303579968572795,27.035598483295757,0.0,0.0142857142857142,0.8529411764705882,0.6754966887417219
GRE,2008,23,34,152,60,Greece,0,2,1,3,China,0.0,1,0,0,109,0.0065398692026159,0.0031217481789802,0.0,37.333333333333336,,0.0138303782385529,3.0,0.5511363636363636,1.2873563218390804,0.0009737656088899,0.7372881355932204,14.255538605891864,5.647789696439995,0.0441223355802514,6.25,-24.55869453044376,-2.9926083591331274,0.0,0.0855263157894736,0.6470588235294118,0.3443708609271523
HUN,2008,20,34,169,21,Hungary,3,5,2,10,China,0.3,0,0,0,459,0.0275394492110157,0.0104058272632674,0.3,11.2,1.7483864209782811,0.127017157558805,0.75,0.5231481481481481,1.793103448275862,0.026655314746734,0.90625,16.166163578100843,19.033872300638727,-0.0388673557278208,18.925925925925927,-5.940828402366864,11.46589962743809,0.0,0.0118343195266272,0.5882352941176471,0.4172185430463576
INA,2008,7,34,24,40,Indonesia,1,1,4,6,China,0.1666666666666666,0,0,0,26,0.0015599688006239,0.0062434963579604,0.1666666666666666,18.666666666666668,0.1269959306873148,0.2926511437908496,-0.1666666666666666,0.5769230769230769,1.6091954022988506,0.0253627921715542,0.8365384615384616,5.000207295043678,6.886972959516925,0.0128205128205127,3.888888888888889,-3.3872549019607834,1.7060457516339869,0.1428571428571428,0.1666666666666666,0.0294117647058823,0.0066225165562913
IND,2008,12,34,53,51,India,1,0,2,3,China,0.3333333333333333,0,0,0,20,0.0011999760004799,0.0031217481789802,0.3333333333333333,37.333333333333336,,0.0420144559669438,-0.2153846153846154,0.5671641791044776,1.6091954022988506,0.0253627921715542,0.8365384615384616,7.46736458550987,3.931935662140927,-0.062465450525152,1.7894736842105263,-12.7669256381798,-2.5774461125065717,0.0,0.0188679245283018,0.3529411764705882,0.1589403973509933
IRI,2008,12,34,54,52,Iran,1,0,1,2,China,0.5,0,0,0,48,0.0028799424011519,0.0020811654526534,0.5,56.0,,0.0278625030259016,0.7931034482758621,0.9454545454545454,1.6091954022988506,0.0253627921715542,0.8365384615384616,4.754036694397651,4.687692125154386,-0.0275184275184275,4.764705882352941,-19.374727668845317,-2.477124183006535,0.0,0.0185185185185185,0.3529411764705882,0.1324503311258278
IRL,2008,12,34,55,64,Ireland,0,1,2,3,China,0.0,0,0,0,23,0.0013799724005519,0.0031217481789802,0.0,37.333333333333336,,0.0440143898881866,0.0,0.6984126984126984,1.2873563218390804,0.0009737656088899,0.7372881355932204,7.129606453973949,-3.5358108353814304,0.1063074352548036,2.7142857142857144,-12.76898395721925,-1.930695187165775,0.0,0.0909090909090909,0.3529411764705882,0.1423841059602649
ISL,2008,5,34,27,72,Iceland,0,1,0,1,China,0.0,0,0,0,4,0.0002399952000959,0.0010405827263267,0.0,112.0,0.1611841754015845,0.0215335269910433,0.0140845070422535,0.7096774193548387,1.2873563218390804,0.0009737656088899,0.7372881355932204,-4.7595676541683005,2.2220105997427013,0.1234705228031146,1.0,-16.286492374727658,-4.185947712418297,0.0,0.037037037037037,0.1470588235294117,0.0596026490066225
ISR,2008,12,34,43,82,Israel,0,0,1,1,China,0.0,0,0,0,7,0.0004199916001679,0.0010405827263267,0.0,112.0,,-0.0003394521681035,0.5769230769230769,0.5833333333333334,1.2873563218390804,0.0009737656088899,0.7372881355932204,1.8402241459874955,2.161818176398276,-0.0036231884057971,2.2857142857142856,-39.1532147742818,-10.14596443228454,0.0,0.0232558139534883,0.3529411764705882,0.1556291390728476
ITA,2008,29,34,333,9,Italy,8,9,10,27,China,0.2962962962962963,0,0,0,527,0.0316193676126477,0.028095733610822,0.2962962962962963,4.148148148148148,3.211267023442808,0.2057077347617886,0.125,0.6013071895424836,2.0,0.0848703555199144,1.0,27.42950169008814,26.982038075103485,-0.0400430214279805,23.074074074074076,-2.6041041041041035,15.370620620620617,0.0,0.057057057057057,0.8529411764705882,0.6258278145695364
JAM,2008,4,34,50,15,Jamaica,5,4,2,11,China,0.4545454545454545,0,0,0,55,0.0032999340013199,0.0114464099895941,0.4545454545454545,10.181818181818182,0.0736143041859882,0.2961350882352941,-0.5714285714285714,0.4545454545454545,1.9770114942528736,0.084625322997416,0.9886363636363636,2.512780952324698,13.683120607057935,0.0190615835777125,5.3125,-0.8602139037433154,3.460685828877005,0.0,0.02,0.1176470588235294,0.0960264900662251
JPN,2008,31,34,332,8,Japan,9,8,8,25,China,0.36,0,0,0,362,0.0217195656086878,0.0260145681581685,0.36,4.48,3.426828263265114,0.1847465690673265,0.6,0.5098468271334792,2.0,0.0748462977813418,1.0,28.816022393679635,27.6292665152382,0.0026004503218849,22.09090909090909,-3.097639971651311,14.534344372140968,0.0,0.072289156626506,0.9117647058823528,0.5728476821192053
KAZ,2008,19,34,130,29,Kazakhstan,2,3,4,9,China,0.2222222222222222,0,0,0,35,0.0020999580008399,0.0093652445369406,0.2222222222222222,12.444444444444445,1.2570737514910493,0.1045532892446919,-0.275,0.4931506849315068,1.8160919540229885,0.0401477832512315,0.9157894736842104,16.626344952630365,8.537550253595402,-0.1453108535300316,10.0,-6.326194067370539,5.102141779788838,0.0,0.0076923076923076,0.5588235294117647,0.3509933774834437
KEN,2008,5,34,46,13,Kenya,6,4,6,16,China,0.375,0,0,0,77,0.0046199076018479,0.0166493236212278,0.375,7.0,0.2087118481369071,0.5557601211198452,-0.6829268292682927,0.6170212765957447,2.0,0.1207564822240042,1.0,5.24243144649888,17.113787397758692,0.1387604070305272,8.76923076923077,-0.5345268542199484,5.9781034821955545,0.0,0.0217391304347826,0.1470588235294117,0.0794701986754966
KGZ,2008,9,34,20,64,Kyrgyzstan,0,1,2,3,China,0.0,0,0,0,4,0.0002399952000959,0.0031217481789802,0.0,37.333333333333336,-0.0775329422725778,0.1423955882352941,-0.0985915492957746,0.8181818181818182,1.2873563218390804,0.0009737656088899,0.7372881355932204,5.008373868258495,3.592065146099113,0.0998719590268886,3.333333333333333,-9.46764705882353,-0.5069607843137254,0.0,0.05,0.2647058823529412,0.0728476821192053
KOR,2008,27,34,263,7,South Korea,13,11,8,32,China,0.40625,0,0,0,216,0.0129597408051838,0.0332986472424557,0.40625,3.5,2.7505659209512867,0.2651723783095622,-0.2222222222222222,0.6322188449848024,2.0,0.0649558941459502,1.0,26.229030904494017,30.800488460761304,0.0421025659150349,17.647058823529413,-1.8636211138447771,11.793854842317156,0.0,0.053231939163498,0.7941176470588235,0.4602649006622517
LAT,2008,11,34,47,46,Latvia,1,1,1,3,China,0.3333333333333333,0,0,0,17,0.0010199796004079,0.0031217481789802,0.3333333333333333,37.333333333333336,,0.0520543298804356,-0.2068965517241379,0.660377358490566,1.6091954022988506,0.0253627921715542,0.8365384615384616,6.44766945421126,4.89903937408539,-0.0951781970649895,2.375,-11.691072173550271,-1.8448216520650815,0.0,0.0212765957446808,0.3235294117647059,0.1092715231788079
LTU,2008,16,34,71,57,Lithuania,0,3,2,5,China,0.0,0,0,0,16,0.0009599808003839,0.0052029136316337,0.0,22.4,-0.3834965683129921,0.0671651428871489,0.2666666666666666,0.5769230769230769,1.2873563218390804,0.0009737656088899,0.7372881355932204,12.04907854549219,0.7422226676327499,-0.2087912087912088,3.625,-10.000165700082848,-0.4625497100248545,0.0,0.0140845070422535,0.4705882352941176,0.1788079470198675
MAR,2008,7,34,47,68,Morocco,0,1,1,2,China,0.0,0,0,0,21,0.0012599748005039,0.0020811654526534,0.0,56.0,0.0230739059861405,0.0349217711694744,0.8378378378378378,0.7551020408163265,1.2873563218390804,0.0009737656088899,0.7372881355932204,-0.661290711494648,3.2210161980199263,-0.0870032223415682,2.272727272727273,-11.280976220275342,-1.793383775173511,0.0,0.0212765957446808,0.2058823529411764,0.1158940397350993
MAS,2008,10,34,31,72,Malaysia,0,1,0,1,China,0.0,0,0,0,4,0.0002399952000959,0.0010405827263267,0.0,112.0,-0.0722203328239468,0.0055878272224602,0.2413793103448276,0.6190476190476191,1.2873563218390804,0.0009737656088899,0.7372881355932204,0.2633419383808258,2.187324253941989,-0.3111849390919157,2.1666666666666665,-32.61480075901328,-8.267773561037318,0.0,0.032258064516129,0.2941176470588235,0.0927152317880794
MDA,2008,8,34,29,82,Moldova,0,0,1,1,China,0.0,0,0,0,5,0.0002999940001199,0.0010405827263267,0.0,112.0,0.1926006565401187,0.0129312093446177,0.3442622950819672,0.7333333333333333,1.2873563218390804,0.0009737656088899,0.7372881355932204,-2.027562570287768,2.0523149296495014,-0.1238095238095238,2.25,-26.083164300202835,-6.24994929006085,0.0,0.0689655172413793,0.2352941176470588,0.0927152317880794
MEX,2008,23,34,83,36,Mexico,2,0,2,4,China,0.5,0,0,0,55,0.0032999340013199,0.0041623309053069,0.5,28.0,,0.0335825513250734,-0.3898305084745763,0.5048543689320388,1.8160919540229885,0.0401477832512315,0.9157894736842104,20.04610226862851,6.51173301227842,-0.0060945361774502,3.4761904761904763,-18.216513111268604,-3.031620600047248,0.0,0.0120481927710843,0.6764705882352942,0.2417218543046357
MGL,2008,7,34,28,33,Mongolia,2,2,0,4,China,0.5,0,0,0,19,0.0011399772004559,0.0041623309053069,0.5,28.0,-0.004068394414421,0.1421458583433373,-0.5352112676056338,0.4516129032258064,1.8160919540229885,0.0401477832512315,0.9157894736842104,3.929873780188439,6.389462253387548,-0.1674347158218126,2.25,-5.41596638655462,-0.0497899159663861,0.0,0.0357142857142857,0.2058823529411764,0.0960264900662251
MRI,2008,7,34,11,82,Mauritius,0,0,1,1,China,0.0,0,0,0,1,5.999880002399952e-05,0.0010405827263267,0.0,112.0,0.1661241982987928,0.0351944579484686,0.0,0.5454545454545454,1.2873563218390804,0.0009737656088899,0.7372881355932204,-2.024807590787247,1.99156564797394,,1.0,-22.76203208556149,-6.128609625668447,0.0,0.0909090909090909,0.2058823529411764,0.0364238410596026
NED,2008,20,34,237,11,Netherlands,7,5,4,16,China,0.4375,0,0,0,248,0.0148797024059518,0.0166493236212278,0.4375,7.0,1.5853434073592971,0.1188437963034793,-0.3888888888888889,0.5653710247349824,1.9540229885057472,0.0457097032878909,0.9775280898876404,18.15785948707993,22.53384521775196,-0.0369017025377449,12.346153846153848,-3.4619012161826754,7.60373732745289,0.0,0.1012658227848101,0.5882352941176471,0.3178807947019867
NGR,2008,10,34,74,57,Nigeria,0,3,2,5,China,0.0,0,0,0,24,0.0014399712005759,0.0052029136316337,0.0,22.4,0.0135452023351241,0.0680843204094395,-0.1617647058823529,0.4719101123595505,1.2873563218390804,0.0009737656088899,0.7372881355932204,6.162524162134924,5.654905823688434,0.1048215047646137,2.7777777777777777,-6.226550079491255,0.0764794205970678,0.0,0.0405405405405405,0.2941176470588235,0.119205298013245
NOR,2008,15,34,84,22,Norway,3,5,1,9,China,0.3333333333333333,0,0,0,147,0.0088198236035279,0.0093652445369406,0.3333333333333333,12.444444444444445,0.6782583390375662,0.1401582533013204,0.2941176470588235,0.4215686274509804,1.793103448275862,0.026655314746734,0.90625,11.852947105531092,7.319627519589396,-0.2784313725490195,6.52,-4.94187675070028,3.081436974789915,0.0903225806451612,0.1666666666666666,0.4411764705882353,0.1589403973509933
NZL,2008,17,34,178,27,New Zealand,3,2,4,9,China,0.3333333333333333,0,0,0,86,0.0051598968020639,0.0093652445369406,0.3333333333333333,12.444444444444445,0.7670144388202188,0.0639990646268261,0.125,0.5572139303482587,1.793103448275862,0.026655314746734,0.90625,13.684641408523394,9.126654912598156,0.0028661042613021,6.227272727272728,-5.6716604244694135,2.6575927817500853,0.0555555555555555,0.0056179775280898,0.5,0.2582781456953642
PAN,2008,3,34,5,53,Panama,1,0,0,1,China,1.0,0,0,0,3,0.0001799964000719,0.0010405827263267,1.0,112.0,0.069783914733329,0.1611019607843137,0.65625,0.6,1.6091954022988506,0.0253627921715542,0.8365384615384616,-6.197463540556955,3.0152987559226307,-0.4,1.3333333333333333,-9.594117647058818,-1.9449019607843123,0.0,0.2,0.088235294117647,0.0165562913907284
POL,2008,23,34,257,16,Poland,4,5,2,11,China,0.3636363636363636,0,0,0,267,0.0160196796064078,0.0114464099895941,0.3636363636363636,10.181818181818182,1.9156490300122735,0.075600850705314,-0.3043478260869565,0.5727848101265823,1.9540229885057472,0.0712376369954557,0.9775280898876404,20.848567928154583,14.644971522507566,-0.1057866184448462,13.590909090909092,-6.168428390103832,7.6631078466052145,0.0,0.0038910505836575,0.6764705882352942,0.543046357615894
POR,2008,16,34,77,47,Portugal,1,1,0,2,China,0.5,0,0,0,22,0.0013199736005279,0.0020811654526534,0.5,56.0,,0.0090080164297123,-0.2166666666666666,0.6666666666666666,1.6091954022988506,0.0253627921715542,0.8365384615384616,10.450256638418766,3.674053720974349,-0.1397849462365591,1.75,-25.85637891520244,-6.531913674560732,0.0,0.0129870129870129,0.4705882352941176,0.2119205298013245
PRK,2008,12,34,58,31,North Korea,2,2,2,6,China,0.3333333333333333,0,0,0,41,0.0024599508009839,0.0062434963579604,0.3333333333333333,18.666666666666668,0.3691833690552418,0.1239168420584101,-0.4561403508771929,0.3333333333333333,1.8160919540229885,0.0401477832512315,0.9157894736842104,9.331207863889595,6.185996103162365,0.0516431924882629,5.454545454545454,-6.13184584178499,1.9786280656463204,0.0,0.0172413793103448,0.3529411764705882,0.1258278145695364
ROU,2008,16,34,101,18,Romania,4,1,4,9,China,0.4444444444444444,0,0,0,293,0.0175796484070318,0.0093652445369406,0.4444444444444444,12.444444444444445,1.2053234775136783,0.1725687302859581,0.2857142857142857,0.4883720930232558,1.9540229885057472,0.0712376369954557,0.9775280898876404,12.761847192786623,12.99633063796861,-0.0038558862513555,15.65,-5.29651200414159,9.366046398757524,0.0,0.0594059405940594,0.4705882352941176,0.2649006622516556
RSA,2008,20,34,134,72,South Africa,0,1,0,1,China,0.0,0,0,0,70,0.0041999160016799,0.0010405827263267,0.0,112.0,,-0.0046242707492066,0.6744186046511628,0.553072625698324,1.2873563218390804,0.0009737656088899,0.7372881355932204,10.184819221779836,3.3125756103678548,-0.0641148743016759,4.842105263157895,-65.28665496049166,-16.196522803936972,0.0,0.1194029850746268,0.5882352941176471,0.2947019867549669
RUS,2008,29,34,452,3,Russia,24,13,23,60,China,0.4,0,0,0,302,0.0181196376072478,0.0624349635796045,0.4,1.8666666666666667,4.214865108128311,0.7854167031367327,0.0,0.525,1.9770114942528736,0.0149692595562684,0.9886363636363636,28.268209988040187,48.03729850313455,-0.0281197301854974,70.5,-0.6064723234426515,49.1680583029672,0.0,0.0044247787610619,0.8529411764705882,0.7947019867549668
SAM,2008,5,34,6,72,Samoa,0,1,0,1,China,0.0,0,0,0,1,5.999880002399952e-05,0.0010405827263267,0.0,112.0,0.1296472052268771,0.0975490196078431,0.0,0.7142857142857143,1.2873563218390804,0.0009737656088899,0.7372881355932204,-3.411484374219281,1.4184275257623544,,1.0,-16.156862745098028,-4.147058823529408,0.0,0.1666666666666666,0.1470588235294117,0.0231788079470198
SGP,2008,6,34,25,72,Singapore,0,1,0,1,China,0.0,0,0,0,2,0.0001199976000479,0.0010405827263267,0.0,112.0,0.2330613352975511,0.0199021176470588,1.25,0.3611111111111111,1.2873563218390804,0.0009737656088899,0.7372881355932204,-5.46519497466592,2.13806883995165,-0.6388888888888888,1.2,-19.54823529411765,-5.024470588235293,0.0,0.12,0.1764705882352941,0.0827814569536423
SLO,2008,11,34,61,39,Slovenia,1,2,2,5,China,0.2,0,0,0,15,0.0008999820003599,0.0052029136316337,0.2,22.4,0.0512508593541986,0.0837912404951229,-0.3809523809523809,0.6301369863013698,1.6091954022988506,0.0253627921715542,0.8365384615384616,7.713453662945053,5.640066184926445,-0.0267257587966693,3.25,-6.841562198649952,0.2225313404050144,0.0,0.0655737704918032,0.3235294117647059,0.1986754966887417
SRB,2008,11,34,87,64,Serbia,0,1,2,3,China,0.0,0,0,0,3,0.0001799964000719,0.0031217481789802,0.0,37.333333333333336,-0.0030628174816636,0.0344271525494858,0.0,0.7216494845360825,1.2873563218390804,0.0009737656088899,0.7372881355932204,5.842961872577225,3.762681085130827,,5.0,-11.720419202163624,-0.0161257606490869,0.0,0.1379310344827586,0.3235294117647059,0.1390728476821192
SUD,2008,2,34,9,72,Sudan,0,1,0,1,China,0.0,0,0,0,1,5.999880002399952e-05,0.0010405827263267,0.0,112.0,0.0372989811419291,0.0974945533769063,0.0,0.5555555555555556,1.2873563218390804,0.0009737656088899,0.7372881355932204,-7.223982156144627,2.09734875068599,,1.0,-6.418300653594771,-1.2254901960784312,0.0,0.1111111111111111,0.0588235294117647,0.0264900662251655
SUI,2008,20,34,83,34,Switzerland,2,1,4,7,China,0.2857142857142857,0,0,0,185,0.0110997780044399,0.0072840790842872,0.2857142857142857,16.0,1.0244448538443849,0.1068312275798207,-0.2608695652173913,0.5862068965517241,1.8160919540229885,0.0401477832512315,0.9157894736842104,17.645238828601766,9.211097259541509,0.0064967516241878,7.555555555555555,-8.739192062367117,2.667131270178754,0.0,0.0120481927710843,0.5882352941176471,0.2450331125827814
SVK,2008,14,34,57,26,Slovakia,3,3,0,6,China,0.5,0,0,0,20,0.0011999760004799,0.0062434963579604,0.5,18.666666666666668,0.2474097159114729,0.1131497474335994,-0.1034482758620689,0.582089552238806,1.793103448275862,0.026655314746734,0.90625,10.993641508349755,7.399031998432662,-0.1083866382373844,4.142857142857143,-7.169246646026831,0.7492260061919507,0.0,0.0175438596491228,0.4117647058823529,0.1788079470198675
SWE,2008,20,34,123,56,Sweden,0,4,1,5,China,0.0,0,0,0,477,0.0286194276114477,0.0052029136316337,0.0,22.4,1.542004084454282,0.0787811747079689,1.947368421052632,0.4260355029585799,1.2873563218390804,0.0009737656088899,0.7372881355932204,13.59790277129023,11.33935472115376,-0.0962574906719933,18.77777777777778,-12.54758488761358,9.38016897816037,0.0,0.008130081300813,0.5882352941176471,0.2615894039735099
THA,2008,12,34,47,31,Thailand,2,2,2,6,China,0.3333333333333333,0,0,0,23,0.0013799724005519,0.0062434963579604,0.3333333333333333,18.666666666666668,0.1559758037513683,0.1359514189642275,0.24,0.4339622641509434,1.8160919540229885,0.0401477832512315,0.9157894736842104,8.555585571360703,6.802475099190461,-0.1542730299667036,3.5454545454545454,-6.107634543178974,0.6495278188644895,0.0,0.0212765957446808,0.3529411764705882,0.1423841059602649
TJK,2008,8,34,15,68,Tajikistan,0,1,1,2,China,0.0,0,0,0,2,0.0001199976000479,0.0020811654526534,0.0,56.0,-0.2649131390788487,0.098435294117647,0.0,0.8125,1.2873563218390804,0.0009737656088899,0.7372881355932204,2.581361356870424,2.776438362340151,,1.75,-12.8078431372549,-2.6173529411764704,0.0,0.0666666666666666,0.2352941176470588,0.0529801324503311
TOG,2008,4,34,4,82,Togo,0,0,1,1,China,0.0,0,0,0,1,5.999880002399952e-05,0.0010405827263267,0.0,112.0,0.0897113696343613,0.1714338235294117,0.0,0.75,1.2873563218390804,0.0009737656088899,0.7372881355932204,-3.639379677547363,2.021053794890759,,1.0,-12.808823529411764,-3.1426470588235285,0.0,0.25,0.1176470588235294,0.0132450331125827
TPE,2008,15,34,79,44,Chinese Taipei,1,1,2,4,China,0.25,0,0,0,17,0.0010199796004079,0.0041623309053069,0.25,28.0,,0.0440365367959927,0.4193548387096774,0.5217391304347826,1.6091954022988506,0.0253627921715542,0.8365384615384616,10.231676920224547,2.23744602624769,-0.0263377926421405,3.2222222222222223,-11.861131794489948,-1.302783982791429,0.0,0.0126582278481012,0.4411764705882353,0.1357615894039735
TTO,2008,4,34,28,47,Trinidad and Tobago,1,1,0,2,China,0.5,0,0,0,14,0.0008399832003359,0.0020811654526534,0.5,56.0,0.0123723045610924,0.0672160864345738,-0.3380281690140845,0.6285714285714286,1.6091954022988506,0.0253627921715542,0.8365384615384616,-1.8803532161998728,3.60880315379642,0.0131868131868131,1.9,-6.399159663865546,-0.5897478991596639,0.0,0.0714285714285714,0.1176470588235294,0.0629139072847682
TUN,2008,10,34,26,53,Tunisia,1,0,0,1,China,1.0,0,0,0,7,0.0004199916001679,0.0010405827263267,1.0,112.0,-0.6334746806580459,0.0062208492864601,-0.2535211267605634,0.5862068965517241,1.6091954022988506,0.0253627921715542,0.8365384615384616,1.054519423128484,3.081434849167951,-0.2791777188328913,2.0,-32.608597285067866,-8.38257918552036,0.0,0.0384615384615384,0.2941176470588235,0.0927152317880794
TUR,2008,12,34,67,42,Turkey,1,1,3,5,China,0.2,0,0,0,79,0.0047399052018959,0.0052029136316337,0.2,22.4,0.2567040988806037,0.0863254986408314,0.9090909090909092,0.704225352112676,1.6091954022988506,0.0253627921715542,0.8365384615384616,6.822738573080856,4.993620156461301,0.0690902169775409,5.444444444444445,-7.478314310798946,1.5676168178714271,0.0,0.0298507462686567,0.3529411764705882,0.2218543046357615
UKR,2008,24,34,243,12,Ukraine,7,4,11,22,China,0.3181818181818182,0,0,0,90,0.0053998920021599,0.0228928199791883,0.3181818181818182,5.090909090909091,2.3682253494233487,0.2024439124834509,-0.0769230769230769,0.4923547400611621,1.9540229885057472,0.0457097032878909,0.9775280898876404,22.365128514258465,15.39072685173598,-0.0538637473337958,18.857142857142858,-2.79716555533549,12.360850333399352,0.0,0.0041152263374485,0.7058823529411765,0.5827814569536424
USA,2008,32,34,587,2,United States,36,39,37,112,China,0.3214285714285714,0,0,0,2301,0.1380572388552229,0.1165452653485952,0.3214285714285714,1.0,4.975263425470469,1.413280362944172,1.0,0.5203145478374837,2.0,0.0114942528735632,1.0,30.683848304582384,116.34142101127917,-0.0113658929338662,91.44827586206895,0.1908006814310051,64.07103330787758,0.0,0.0255536626916524,0.9117647058823528,0.8377483443708609
UZB,2008,14,34,56,63,Uzbekistan,0,1,3,4,China,0.0,0,0,0,15,0.0008999820003599,0.0041623309053069,0.0,28.0,0.2762967903753239,0.0791866746698679,0.8,0.7101449275362319,1.2873563218390804,0.0009737656088899,0.7372881355932204,8.803746438442417,5.171644238725026,-0.0113740598055401,6.285714285714286,-11.046218487394958,1.0861344537815123,0.0,0.0178571428571428,0.4117647058823529,0.2218543046357615
VEN,2008,21,34,108,82,Venezuela,0,0,1,1,China,0.0,0,0,0,11,0.0006599868002639,0.0010405827263267,0.0,112.0,,-0.0088100641491163,0.2058823529411764,0.5396825396825397,1.2873563218390804,0.0009737656088899,0.7372881355932204,11.97331533960398,2.181781242526585,-0.1206948188080263,1.5,-68.54956427015252,-19.514869281045755,0.0,0.0092592592592592,0.6176470588235294,0.2748344370860927
VIE,2008,8,34,13,72,Vietnam,0,1,0,1,China,0.0,0,0,0,2,0.0001199976000479,0.0010405827263267,0.0,112.0,0.1487151801467192,0.0235598677340758,0.125,0.4444444444444444,1.2873563218390804,0.0009737656088899,0.7372881355932204,-1.27060156599796,2.112117345566249,0.0158730158730159,1.25,-26.04072398190045,-6.937217194570135,0.0,0.0769230769230769,0.2352941176470588,0.0596026490066225
ZIM,2008,6,34,13,38,Zimbabwe,1,3,0,4,China,0.25,0,0,0,8,0.0004799904001919,0.0041623309053069,0.25,28.0,0.0345182627702007,0.323986541362107,-0.2244897959183673,0.5,1.6091954022988506,0.0253627921715542,0.8365384615384616,4.079680797507832,2.5082676876711925,-0.1428571428571429,2.6666666666666665,-4.457013574660634,0.5295625942684765,0.0,0.1538461538461538,0.1764705882352941,0.0496688741721854
AFG,2012,4,32,6,79,Afghanistan,0,0,1,1,United Kingdom,0.0,0,0,0,2,0.0001199976000479,0.0010351966873706,0.0,104.0,0.0962668406786967,0.1147916666666666,-0.0365853658536585,0.8333333333333334,1.302325581395349,0.001267892295886,0.7413793103448276,-3.727091562483571,2.398293421332099,0.0833333333333333,1.0,-12.708333333333334,-3.1125,0.0,0.1666666666666666,0.125,0.0198675496688741
ALG,2012,12,32,38,50,Algeria,1,0,0,1,United Kingdom,1.0,0,0,0,15,0.0008999820003599,0.0010351966873706,1.0,104.0,,0.000448407202216,-0.2647058823529412,0.5641025641025641,1.5813953488372092,0.0213933945671292,0.8269230769230769,4.361422848922589,3.763512741688585,-0.0499325236167341,2.5,-38.59868421052632,-9.829605263157896,0.0,0.0263157894736842,0.375,0.0960264900662251
